Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
ERR3684703	f__Spirochaetaceae (UID2512)	56	235	124	8	218	9	0	0	0	96.32	5.05	11.11
ERR3684704	f__Spirochaetaceae (UID2512)	56	235	124	19	201	15	0	0	0	90.40	4.62	20.00
ERR3684705	f__Spirochaetaceae (UID2512)	56	235	124	66	165	4	0	0	0	65.26	1.06	0.00
ERR3684706	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.19	0.27	100.00
ERR3684707	f__Spirochaetaceae (UID2512)	56	235	124	21	199	15	0	0	0	88.85	5.21	33.33
ERR3684708	f__Spirochaetaceae (UID2512)	56	235	124	6	217	12	0	0	0	97.29	5.10	16.67
ERR3684709	f__Spirochaetaceae (UID2512)	56	235	124	70	155	10	0	0	0	63.07	4.27	50.00
ERR3684710	f__Spirochaetaceae (UID2512)	56	235	124	45	180	10	0	0	0	75.13	6.88	40.00
ERR3684711	f__Spirochaetaceae (UID2512)	56	235	124	64	159	12	0	0	0	67.88	3.87	25.00
ERR3684712	f__Spirochaetaceae (UID2512)	56	235	124	25	197	13	0	0	0	87.11	5.44	15.38
ERR3684713	f__Spirochaetaceae (UID2512)	56	235	124	11	216	8	0	0	0	93.61	2.79	0.00
ERR3684714	f__Spirochaetaceae (UID2512)	56	235	124	31	188	16	0	0	0	83.96	5.20	12.50
ERR3684715	f__Spirochaetaceae (UID2512)	56	235	124	107	124	4	0	0	0	54.22	1.39	0.00
ERR3684716	f__Spirochaetaceae (UID2512)	56	235	124	80	140	15	0	0	0	62.12	6.60	20.00
ERR3684717	f__Spirochaetaceae (UID2512)	56	235	124	54	167	14	0	0	0	73.37	3.81	7.14
ERR3684718	f__Spirochaetaceae (UID2512)	56	235	124	21	199	15	0	0	0	87.68	4.25	26.67
ERR3684719	f__Spirochaetaceae (UID2512)	56	235	124	78	144	13	0	0	0	62.28	4.94	23.08
ERR3684720	f__Spirochaetaceae (UID2512)	56	235	124	66	163	6	0	0	0	67.79	1.06	0.00
ERR3684721	f__Spirochaetaceae (UID2512)	56	235	124	33	187	15	0	0	0	83.60	7.54	20.00
ERR3684722	f__Spirochaetaceae (UID2512)	56	235	124	21	200	14	0	0	0	87.64	6.93	14.29
ERR3684723	f__Spirochaetaceae (UID2512)	56	235	124	15	213	7	0	0	0	94.11	0.87	28.57
ERR3684724	f__Spirochaetaceae (UID2512)	56	235	124	7	216	12	0	0	0	96.48	3.74	41.67
ERR3684725	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684726	f__Spirochaetaceae (UID2512)	56	235	124	50	170	15	0	0	0	79.14	7.09	20.00
ERR3684727	f__Spirochaetaceae (UID2512)	56	235	124	19	203	13	0	0	0	89.31	5.69	61.54
ERR3684728	f__Spirochaetaceae (UID2512)	56	235	124	16	206	13	0	0	0	91.37	4.36	30.77
ERR3684729	f__Spirochaetaceae (UID2512)	56	235	124	135	94	6	0	0	0	40.90	1.96	33.33
ERR3684730	f__Spirochaetaceae (UID2512)	56	235	124	132	99	4	0	0	0	41.70	1.77	25.00
ERR3684731	f__Spirochaetaceae (UID2512)	56	235	124	152	78	5	0	0	0	30.46	1.26	20.00
ERR3684732	f__Spirochaetaceae (UID2512)	56	235	124	142	88	5	0	0	0	35.92	0.55	20.00
ERR3684733	f__Spirochaetaceae (UID2512)	56	235	124	107	119	9	0	0	0	50.72	3.71	11.11
ERR3684734	f__Spirochaetaceae (UID2512)	56	235	124	123	103	9	0	0	0	42.53	1.70	33.33
ERR3684735	f__Spirochaetaceae (UID2512)	56	235	124	113	118	4	0	0	0	50.88	1.49	25.00
ERR3684736	f__Spirochaetaceae (UID2512)	56	235	124	186	49	0	0	0	0	18.59	0.00	0.00
ERR3684737	f__Spirochaetaceae (UID2512)	56	235	124	137	96	2	0	0	0	32.80	1.61	50.00
ERR3684738	f__Spirochaetaceae (UID2512)	56	235	124	171	64	0	0	0	0	23.77	0.00	0.00
ERR3684739	f__Spirochaetaceae (UID2512)	56	235	124	17	206	12	0	0	0	91.30	3.81	58.33
ERR3684740	f__Spirochaetaceae (UID2512)	56	235	124	51	174	10	0	0	0	73.20	2.20	40.00
ERR3684741	f__Spirochaetaceae (UID2512)	56	235	124	6	226	3	0	0	0	96.75	0.72	66.67
ERR3684742	f__Spirochaetaceae (UID2512)	56	235	124	26	195	14	0	0	0	87.53	5.93	21.43
ERR3684743	f__Spirochaetaceae (UID2512)	56	235	124	22	197	16	0	0	0	89.44	7.88	37.50
ERR3684744	f__Spirochaetaceae (UID2512)	56	235	124	15	210	10	0	0	0	91.25	4.56	20.00
ERR3684745	f__Spirochaetaceae (UID2512)	56	235	124	14	214	7	0	0	0	91.37	2.66	28.57
ERR3684746	f__Spirochaetaceae (UID2512)	56	235	124	8	218	9	0	0	0	95.27	2.84	33.33
ERR3684747	f__Spirochaetaceae (UID2512)	56	235	124	19	203	13	0	0	0	90.87	5.77	30.77
ERR3684748	f__Spirochaetaceae (UID2512)	56	235	124	10	217	8	0	0	0	95.27	4.33	12.50
ERR3684749	f__Spirochaetaceae (UID2512)	56	235	124	16	206	13	0	0	0	91.79	5.70	23.08
ERR3684750	f__Spirochaetaceae (UID2512)	56	235	124	9	218	8	0	0	0	95.51	3.75	12.50
ERR3684751	f__Spirochaetaceae (UID2512)	56	235	124	48	173	14	0	0	0	76.02	5.93	28.57
ERR3684752	f__Spirochaetaceae (UID2512)	56	235	124	37	179	19	0	0	0	83.05	6.97	47.37
ERR3684753	f__Spirochaetaceae (UID2512)	56	235	124	25	197	13	0	0	0	88.32	4.86	30.77
ERR3684754	f__Spirochaetaceae (UID2512)	56	235	124	105	121	9	0	0	0	49.88	2.95	33.33
ERR3684755	f__Spirochaetaceae (UID2512)	56	235	124	168	66	1	0	0	0	26.01	0.81	0.00
ERR3684756	f__Spirochaetaceae (UID2512)	56	235	124	135	97	3	0	0	0	38.22	0.08	33.33
ERR3684757	f__Spirochaetaceae (UID2512)	56	235	124	171	62	2	0	0	0	23.67	1.01	0.00
ERR3684758	f__Spirochaetaceae (UID2512)	56	235	124	33	190	12	0	0	0	83.18	5.41	41.67
ERR3684759	f__Spirochaetaceae (UID2512)	56	235	124	83	146	6	0	0	0	59.95	1.65	66.67
ERR3684760	f__Spirochaetaceae (UID2512)	56	235	124	132	98	5	0	0	0	40.11	1.26	0.00
ERR3684761	f__Spirochaetaceae (UID2512)	56	235	124	79	146	10	0	0	0	60.61	4.20	30.00
ERR3684762	f__Spirochaetaceae (UID2512)	56	235	124	118	108	9	0	0	0	48.76	3.77	44.44
ERR3684763	f__Spirochaetaceae (UID2512)	56	235	124	73	154	8	0	0	0	64.29	2.52	25.00
ERR3684764	f__Spirochaetaceae (UID2512)	56	235	124	44	178	13	0	0	0	79.20	3.54	23.08
ERR3684765	k__Bacteria (UID203)	5449	99	54	81	16	2	0	0	0	17.32	2.78	50.00
ERR3684766	f__Spirochaetaceae (UID2512)	56	235	124	177	56	2	0	0	0	24.87	0.83	0.00
ERR3684767	f__Spirochaetaceae (UID2512)	56	235	124	168	65	2	0	0	0	26.94	1.21	50.00
ERR3684768	f__Spirochaetaceae (UID2512)	56	235	124	127	104	4	0	0	0	41.15	2.02	25.00
ERR3684769	f__Spirochaetaceae (UID2512)	56	235	124	135	97	3	0	0	0	42.31	1.48	0.00
ERR3684770	f__Spirochaetaceae (UID2512)	56	235	124	130	101	4	0	0	0	39.67	1.10	50.00
ERR3684771	f__Spirochaetaceae (UID2512)	56	235	124	151	83	1	0	0	0	27.91	0.12	0.00
ERR3684772	k__Bacteria (UID203)	5449	99	54	75	24	0	0	0	0	29.88	0.00	0.00
ERR3684773	f__Spirochaetaceae (UID2512)	56	235	124	173	62	0	0	0	0	22.77	0.00	0.00
ERR3684774	k__Bacteria (UID203)	5449	99	54	94	5	0	0	0	0	4.04	0.00	0.00
ERR3684775	k__Bacteria (UID203)	5449	99	54	82	16	1	0	0	0	20.29	1.85	0.00
ERR3684776	f__Spirochaetaceae (UID2512)	56	235	124	184	50	1	0	0	0	20.11	0.81	0.00
ERR3684777	f__Spirochaetaceae (UID2512)	56	235	124	200	34	1	0	0	0	13.15	0.03	0.00
ERR3684778	k__Bacteria (UID203)	5449	99	54	91	6	2	0	0	0	1.80	0.34	50.00
ERR3684779	k__Bacteria (UID203)	5449	99	54	79	20	0	0	0	0	24.50	0.00	0.00
ERR3684780	f__Spirochaetaceae (UID2512)	56	235	124	203	31	1	0	0	0	11.57	0.05	0.00
ERR3684781	k__Bacteria (UID203)	5449	99	54	74	24	1	0	0	0	23.38	1.85	100.00
ERR3699556	f__Spirochaetaceae (UID2512)	56	235	124	13	215	7	0	0	0	94.17	2.45	71.43
ERR3699557	f__Spirochaetaceae (UID2512)	56	235	124	10	213	12	0	0	0	95.05	5.97	25.00
ERR3699558	f__Spirochaetaceae (UID2512)	56	235	124	50	175	10	0	0	0	79.21	5.27	40.00
ERR3699559	f__Spirochaetaceae (UID2512)	56	235	124	17	200	18	0	0	0	90.90	7.27	27.78
ERR3699560	f__Spirochaetaceae (UID2512)	56	235	124	22	202	11	0	0	0	87.10	4.43	18.18
ERR3699561	f__Spirochaetaceae (UID2512)	56	235	124	29	192	14	0	0	0	86.09	5.11	7.14
ERR3699562	f__Spirochaetaceae (UID2512)	56	235	124	18	208	9	0	0	0	88.31	2.73	44.44
ERR3699563	f__Spirochaetaceae (UID2512)	56	235	124	18	199	18	0	0	0	89.69	4.93	22.22
ERR3699564	f__Spirochaetaceae (UID2512)	56	235	124	35	188	12	0	0	0	82.50	3.65	16.67
ERR3699565	f__Spirochaetaceae (UID2512)	56	235	124	93	139	3	0	0	0	57.47	1.81	33.33
ERR3699566	f__Spirochaetaceae (UID2512)	56	235	124	13	212	10	0	0	0	94.39	4.23	30.00
ERR3699567	f__Spirochaetaceae (UID2512)	56	235	124	19	204	12	0	0	0	91.03	5.72	33.33
ERR3699568	f__Spirochaetaceae (UID2512)	56	235	124	21	200	13	1	0	0	87.11	5.15	25.00
ERR3699569	f__Spirochaetaceae (UID2512)	56	235	124	35	191	9	0	0	0	84.67	3.21	22.22
ERR3699570	f__Spirochaetaceae (UID2512)	56	235	124	5	225	5	0	0	0	97.55	3.49	20.00
ERR3699571	f__Spirochaetaceae (UID2512)	56	235	124	32	190	13	0	0	0	84.83	3.68	38.46
ERR3699572	f__Spirochaetaceae (UID2512)	56	235	124	25	199	11	0	0	0	88.00	4.32	36.36
ERR3699573	f__Spirochaetaceae (UID2512)	56	235	124	20	206	9	0	0	0	87.96	3.28	44.44
ERR3699574	f__Spirochaetaceae (UID2512)	56	235	124	32	193	10	0	0	0	82.85	3.94	40.00
ERR3699575	f__Spirochaetaceae (UID2512)	56	235	124	63	159	13	0	0	0	71.82	3.84	30.77
ERR3699576	f__Spirochaetaceae (UID2512)	56	235	124	15	203	17	0	0	0	90.83	7.35	17.65
ERR3699577	f__Spirochaetaceae (UID2512)	56	235	124	129	99	7	0	0	0	38.99	1.71	28.57
ERR3699578	f__Spirochaetaceae (UID2512)	56	235	124	53	172	10	0	0	0	69.11	4.09	0.00
ERR3699579	f__Spirochaetaceae (UID2512)	56	235	124	81	146	8	0	0	0	61.86	3.05	50.00
ERR3699580	f__Spirochaetaceae (UID2512)	56	235	124	109	119	7	0	0	0	50.71	1.39	0.00
ERR3699581	f__Spirochaetaceae (UID2512)	56	235	124	31	192	12	0	0	0	83.70	4.76	16.67
ERR3699582	f__Spirochaetaceae (UID2512)	56	235	124	140	93	2	0	0	0	32.63	0.32	50.00
ERR3699583	f__Spirochaetaceae (UID2512)	56	235	124	137	91	7	0	0	0	39.33	4.15	0.00
ERR3699584	f__Spirochaetaceae (UID2512)	56	235	124	125	105	5	0	0	0	41.38	1.93	20.00
ERR3699585	f__Spirochaetaceae (UID2512)	56	235	124	182	52	1	0	0	0	19.29	0.05	0.00
ERR3699586	f__Spirochaetaceae (UID2512)	56	235	124	172	60	3	0	0	0	25.28	0.46	0.00
ERR3699587	f__Spirochaetaceae (UID2512)	56	235	124	173	60	2	0	0	0	17.30	0.54	0.00
ERR3699588	f__Spirochaetaceae (UID2512)	56	235	124	174	60	1	0	0	0	26.13	0.81	100.00
ERR3699589	f__Spirochaetaceae (UID2512)	56	235	124	177	57	1	0	0	0	21.31	0.05	0.00
ERR3699590	f__Spirochaetaceae (UID2512)	56	235	124	92	135	7	1	0	0	57.31	3.70	20.00
ERR3699591	f__Spirochaetaceae (UID2512)	56	235	124	113	115	7	0	0	0	51.48	2.77	14.29
ERR3699592	f__Spirochaetaceae (UID2512)	56	235	124	168	67	0	0	0	0	21.11	0.00	0.00
ERR3699593	f__Spirochaetaceae (UID2512)	56	235	124	175	58	2	0	0	0	20.95	0.94	0.00
ERR3699594	f__Spirochaetaceae (UID2512)	56	235	124	187	47	1	0	0	0	15.08	0.05	0.00
ERR3699595	f__Spirochaetaceae (UID2512)	56	235	124	135	95	5	0	0	0	37.29	1.31	20.00
ERR3699596	f__Spirochaetaceae (UID2512)	56	235	124	148	84	3	0	0	0	35.98	1.66	33.33
ERR3699597	f__Spirochaetaceae (UID2512)	56	235	124	192	42	1	0	0	0	13.63	0.12	0.00
ERR3811624	f__Spirochaetaceae (UID2512)	56	235	124	17	204	14	0	0	0	88.15	5.44	7.14
ERR3811625	f__Spirochaetaceae (UID2512)	56	235	124	11	215	9	0	0	0	93.25	4.17	33.33
ERR3811626	f__Spirochaetaceae (UID2512)	56	235	124	77	148	10	0	0	0	63.99	3.91	10.00
ERR3811627	f__Spirochaetaceae (UID2512)	56	235	124	42	177	16	0	0	0	79.56	5.57	12.50
ERR3811628	f__Spirochaetaceae (UID2512)	56	235	124	20	208	7	0	0	0	90.73	3.64	14.29
ERR3811629	f__Spirochaetaceae (UID2512)	56	235	124	30	193	12	0	0	0	83.18	6.63	25.00
ERR3811630	f__Spirochaetaceae (UID2512)	56	235	124	29	193	13	0	0	0	87.89	5.90	30.77
ERR3811631	f__Spirochaetaceae (UID2512)	56	235	124	11	217	7	0	0	0	94.48	1.41	14.29
ERR3811632	f__Spirochaetaceae (UID2512)	56	235	124	94	136	5	0	0	0	53.54	2.71	20.00
ERR3811633	f__Spirochaetaceae (UID2512)	56	235	124	33	186	16	0	0	0	83.37	7.19	25.00
ERR3811634	f__Spirochaetaceae (UID2512)	56	235	124	46	172	17	0	0	0	77.50	5.58	41.18
ERR3811635	f__Spirochaetaceae (UID2512)	56	235	124	41	180	14	0	0	0	81.46	5.57	14.29
ERR3811636	f__Spirochaetaceae (UID2512)	56	235	124	45	174	16	0	0	0	76.43	6.85	18.75
ERR3811637	k__Bacteria (UID203)	5449	99	54	94	5	0	0	0	0	2.53	0.00	0.00
ERR3811638	f__Spirochaetaceae (UID2512)	56	235	124	161	74	0	0	0	0	27.58	0.00	0.00
ERR3811639	f__Spirochaetaceae (UID2512)	56	235	124	89	139	7	0	0	0	57.36	2.96	0.00
ERR3811640	f__Spirochaetaceae (UID2512)	56	235	124	125	107	3	0	0	0	41.81	1.28	33.33
ERR3811641	f__Spirochaetaceae (UID2512)	56	235	124	77	147	11	0	0	0	66.57	4.58	18.18
ERR3811642	f__Spirochaetaceae (UID2512)	56	235	124	24	195	16	0	0	0	88.45	3.52	25.00
ERR3811643	f__Spirochaetaceae (UID2512)	56	235	124	20	203	12	0	0	0	90.47	4.02	8.33
ERR3811644	f__Spirochaetaceae (UID2512)	56	235	124	88	138	9	0	0	0	57.34	4.42	44.44
ERR3811645	f__Spirochaetaceae (UID2512)	56	235	124	149	83	3	0	0	0	30.88	0.83	33.33
ERR3811646	f__Spirochaetaceae (UID2512)	56	235	124	143	88	4	0	0	0	35.02	0.54	50.00
ERR3811647	f__Spirochaetaceae (UID2512)	56	235	124	132	99	4	0	0	0	41.23	0.32	25.00
ERR3811648	k__Bacteria (UID203)	5449	99	54	73	25	1	0	0	0	29.22	1.85	100.00
ERR3811649	f__Spirochaetaceae (UID2512)	56	235	124	134	98	3	0	0	0	42.28	0.46	33.33
ERR3811650	k__Bacteria (UID203)	5449	99	54	90	9	0	0	0	0	11.09	0.00	0.00
ERR3811651	f__Spirochaetaceae (UID2512)	56	235	124	194	40	1	0	0	0	16.25	0.81	0.00
ERR3811652	k__Bacteria (UID203)	5449	99	54	86	13	0	0	0	0	10.89	0.00	0.00
ERR3811653	f__Spirochaetaceae (UID2512)	56	235	124	174	59	2	0	0	0	25.72	1.21	50.00
ERR3811654	f__Spirochaetaceae (UID2512)	56	235	124	178	57	0	0	0	0	20.30	0.00	0.00
ERR3811655	k__Bacteria (UID203)	5449	99	54	83	16	0	0	0	0	12.83	0.00	0.00
ERR3811656	k__Bacteria (UID203)	5449	99	54	75	24	0	0	0	0	23.31	0.00	0.00
ERR3811657	k__Bacteria (UID203)	5449	99	54	94	5	0	0	0	0	6.09	0.00	0.00
ERR3811658	f__Spirochaetaceae (UID2512)	56	235	124	133	98	4	0	0	0	39.59	1.17	0.00
ERR3811659	f__Spirochaetaceae (UID2512)	56	235	124	190	44	1	0	0	0	16.45	0.81	0.00
ERR3811660	k__Bacteria (UID203)	5449	99	54	84	14	1	0	0	0	12.46	1.85	0.00
ERR3811661	k__Bacteria (UID203)	5449	99	54	91	8	0	0	0	0	5.88	0.00	0.00
ERR3811662	f__Spirochaetaceae (UID2512)	56	235	124	164	68	3	0	0	0	28.54	1.61	0.00
ERR3811663	f__Spirochaetaceae (UID2512)	56	235	124	169	66	0	0	0	0	23.30	0.00	0.00
ERR3811664	k__Bacteria (UID203)	5449	99	54	90	9	0	0	0	0	7.15	0.00	0.00
ERR3811665	f__Spirochaetaceae (UID2512)	56	235	124	190	45	0	0	0	0	17.72	0.00	0.00
ERR4045376	f__Spirochaetaceae (UID2512)	56	235	124	5	226	4	0	0	0	96.75	1.93	50.00
ERR4045377	f__Spirochaetaceae (UID2512)	56	235	124	5	224	6	0	0	0	97.53	2.49	66.67
ERR4045378	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.60	0.00	0.00
ERR4045379	f__Spirochaetaceae (UID2512)	56	235	124	2	230	3	0	0	0	99.93	2.42	33.33
ERR4045380	f__Spirochaetaceae (UID2512)	56	235	124	3	232	0	0	0	0	97.98	0.00	0.00
ERR4045381	f__Spirochaetaceae (UID2512)	56	235	124	3	229	3	0	0	0	97.98	0.99	66.67
ERR4045382	f__Spirochaetaceae (UID2512)	56	235	124	6	218	11	0	0	0	97.53	3.06	45.45
ERR4045383	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4045384	f__Spirochaetaceae (UID2512)	56	235	124	2	228	5	0	0	0	99.15	1.42	60.00
ERR4045385	f__Spirochaetaceae (UID2512)	56	235	124	5	225	5	0	0	0	97.93	2.18	40.00
ERR4045386	f__Spirochaetaceae (UID2512)	56	235	124	0	232	3	0	0	0	100.00	2.02	33.33
ERR4045387	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4045388	f__Spirochaetaceae (UID2512)	56	235	124	15	208	12	0	0	0	93.66	5.99	50.00
ERR4045389	f__Spirochaetaceae (UID2512)	56	235	124	4	229	2	0	0	0	98.34	0.32	0.00
ERR4045390	f__Spirochaetaceae (UID2512)	56	235	124	3	231	1	0	0	0	98.12	0.05	0.00
ERR4045391	f__Spirochaetaceae (UID2512)	56	235	124	4	225	6	0	0	0	99.05	1.58	66.67
ERR4045392	f__Spirochaetaceae (UID2512)	56	235	124	2	224	9	0	0	0	98.79	4.00	55.56
ERR4045393	f__Spirochaetaceae (UID2512)	56	235	124	7	220	8	0	0	0	96.08	1.48	25.00
ERR4045394	f__Spirochaetaceae (UID2512)	56	235	124	4	228	3	0	0	0	97.55	2.42	66.67
ERR4045395	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.97	0.81	0.00
ERR4045396	f__Spirochaetaceae (UID2512)	56	235	124	2	231	2	0	0	0	98.39	1.61	50.00
ERR4045397	f__Spirochaetaceae (UID2512)	56	235	124	4	224	7	0	0	0	97.72	3.10	28.57
ERR4853527	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853528	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853529	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853530	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.19	0.12	0.00
ERR4853531	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR4853532	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853533	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.16	0.00
ERR4853534	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853535	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853536	f__Spirochaetaceae (UID2512)	56	235	124	4	227	4	0	0	0	97.55	2.47	0.00
ERR4853537	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853538	f__Spirochaetaceae (UID2512)	56	235	124	13	211	10	1	0	0	93.74	3.63	30.77
ERR4853539	f__Spirochaetaceae (UID2512)	56	235	124	5	219	11	0	0	0	97.47	1.13	36.36
ERR4853540	f__Spirochaetaceae (UID2512)	56	235	124	1	232	2	0	0	0	99.95	0.28	50.00
ERR4853541	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853542	f__Spirochaetaceae (UID2512)	56	235	124	2	231	2	0	0	0	99.95	1.61	0.00
ERR4853543	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853544	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853545	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853546	f__Spirochaetaceae (UID2512)	56	235	124	4	223	8	0	0	0	99.25	4.10	50.00
ERR4853547	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853548	f__Spirochaetaceae (UID2512)	56	235	124	14	210	11	0	0	0	93.45	3.00	27.27
ERR4853549	f__Spirochaetaceae (UID2512)	56	235	124	5	223	7	0	0	0	97.82	3.41	14.29
ERR4853550	f__Spirochaetaceae (UID2512)	56	235	124	1	232	2	0	0	0	99.97	0.45	50.00
ERR4853551	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.81	100.00
ERR4853552	f__Spirochaetaceae (UID2512)	56	235	124	31	193	11	0	0	0	84.99	1.79	54.55
ERR4853553	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853554	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853555	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853556	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853557	f__Spirochaetaceae (UID2512)	56	235	124	20	193	22	0	0	0	90.89	7.67	36.36
ERR4853558	f__Spirochaetaceae (UID2512)	56	235	124	6	217	12	0	0	0	97.10	3.74	16.67
ERR4853559	f__Spirochaetaceae (UID2512)	56	235	124	1	232	2	0	0	0	99.19	0.09	0.00
ERR4853560	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR4853561	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853562	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR4853563	f__Spirochaetaceae (UID2512)	56	235	124	2	227	6	0	0	0	98.39	2.14	16.67
ERR4853564	f__Spirochaetaceae (UID2512)	56	235	124	15	207	13	0	0	0	92.72	3.23	15.38
ERR4853565	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853566	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853567	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853568	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853569	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853570	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853571	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853572	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853573	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853574	f__Spirochaetaceae (UID2512)	56	235	124	54	169	12	0	0	0	72.07	3.25	50.00
ERR4853575	f__Spirochaetaceae (UID2512)	56	235	124	26	199	10	0	0	0	86.81	3.98	10.00
ERR4853576	f__Spirochaetaceae (UID2512)	56	235	124	49	171	15	0	0	0	78.74	5.98	13.33
ERR4853577	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.03	100.00
ERR4853578	f__Spirochaetaceae (UID2512)	56	235	124	6	218	11	0	0	0	96.34	3.31	36.36
ERR4853579	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853580	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853581	f__Spirochaetaceae (UID2512)	56	235	124	111	121	3	0	0	0	49.08	0.86	0.00
ERR4853582	f__Spirochaetaceae (UID2512)	56	235	124	0	230	5	0	0	0	100.00	1.33	0.00
ERR4853583	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.97	0.00	0.00
ERR4853584	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853585	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853586	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853587	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853588	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853589	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	0.14	0.00
ERR4853590	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	0.28	50.00
ERR4853591	f__Spirochaetaceae (UID2512)	56	235	124	2	228	4	1	0	0	98.79	2.14	28.57
ERR4853592	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853593	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853594	f__Spirochaetaceae (UID2512)	56	235	124	3	232	0	0	0	0	99.30	0.00	0.00
ERR4853595	f__Spirochaetaceae (UID2512)	56	235	124	50	177	8	0	0	0	73.22	2.88	25.00
