Bin.Id	Marker lineage	genomes	markers	marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
ERR3684476	f__Spirochaetaceae	56	235	124	2	233	0	0	0	0	98.39	0.00	0.00	
ERR3684471	f__Spirochaetaceae	56	235	124	2	233	0	0	0	0	98.39	0.00	0.00	
ERR3684466	f__Spirochaetaceae	56	235	124	2	233	0	0	0	0	98.39	0.00	0.00	
ERR4853644	f__Spirochaetaceae	56	235	124	3	231	1	0	0	0	98.36	0.81	0.00	
ERR4045390	f__Spirochaetaceae	56	235	124	3	232	0	0	0	0	98.36	0.00	0.00	
ERR4045385	f__Spirochaetaceae	56	235	124	4	230	1	0	0	0	98.36	0.81	0.00	
ERR3684700	f__Spirochaetaceae	56	235	124	3	231	1	0	0	0	98.36	0.81	0.00	
ERR3684654	f__Spirochaetaceae	56	235	124	4	231	0	0	0	0	98.36	0.00	0.00	
ERR3684642	f__Spirochaetaceae	56	235	124	5	230	0	0	0	0	98.36	0.00	0.00	
ERR3684572	f__Spirochaetaceae	56	235	124	3	232	0	0	0	0	98.36	0.00	0.00	
ERR3684459	f__Spirochaetaceae	56	235	124	3	232	0	0	0	0	98.36	0.00	0.00	
ERR7123588	f__Spirochaetaceae	56	235	124	3	232	0	0	0	0	98.34	0.00	0.00	
ERR5207034	f__Spirochaetaceae	56	235	124	3	231	1	0	0	0	98.34	0.05	0.00	
ERR3684557	f__Spirochaetaceae	56	235	124	4	231	0	0	0	0	98.34	0.00	0.00	
ERR3684624	f__Spirochaetaceae	56	235	124	4	228	3	0	0	0	98.25	1.66	0.00	
ERR4045378	f__Spirochaetaceae	56	235	124	4	230	1	0	0	0	98.25	0.03	0.00	
ERR3684478	f__Spirochaetaceae	56	235	124	4	231	0	0	0	0	98.25	0.00	0.00	
ERR4899226	f__Spirochaetaceae	56	235	124	5	230	0	0	0	0	98.25	0.00	0.00	
ERR3684609	f__Spirochaetaceae	56	235	124	5	226	4	0	0	0	98.23	2.04	0.00	
ERR4853594	k__Bacteria	5449	99	54	1	83	8	1	3	3	98.15	13.97	15.56	
ERR4853563	f__Spirochaetaceae	56	235	124	3	230	2	0	0	0	98.12	0.09	0.00	
ERR5210576	f__Spirochaetaceae	56	235	124	3	232	0	0	0	0	98.12	0.00	0.00	
ERR3684486	f__Spirochaetaceae	56	235	124	4	230	1	0	0	0	98.09	0.81	0.00	
ERR3684658	f__Spirochaetaceae	56	235	124	5	227	3	0	0	0	98.07	1.37	33.33	
ERR4853600	f__Spirochaetaceae	56	235	124	5	228	2	0	0	0	98.04	0.97	0.00	
ERR3684616	f__Spirochaetaceae	56	235	124	3	232	0	0	0	0	97.98	0.00	0.00	
ERR3684641	f__Spirochaetaceae	56	235	124	4	229	2	0	0	0	97.96	0.92	0.00	
ERR4899236	f__Spirochaetaceae	56	235	124	6	229	0	0	0	0	97.84	0.00	0.00	
ERR4045397	f__Spirochaetaceae	56	235	124	5	226	4	0	0	0	97.82	1.82	0.00	
ERR3684588	f__Spirochaetaceae	56	235	124	5	228	2	0	0	0	97.82	0.43	0.00	
ERR4045381	f__Spirochaetaceae	56	235	124	4	226	5	0	0	0	97.72	0.31	0.00	
ERR3684585	f__Spirochaetaceae	56	235	124	6	229	0	0	0	0	97.71	0.00	0.00	
ERR4853618	f__Spirochaetaceae	56	235	124	5	221	9	0	0	0	97.69	2.95	22.22	
ERR3684628	f__Spirochaetaceae	56	235	124	5	228	2	0	0	0	97.69	1.21	0.00	
ERR4045384	f__Spirochaetaceae	56	235	124	7	227	1	0	0	0	97.69	0.12	0.00	
ERR3684567	f__Spirochaetaceae	56	235	124	5	228	2	0	0	0	97.67	0.32	0.00	
ERR4045377	f__Spirochaetaceae	56	235	124	7	227	1	0	0	0	97.62	0.27	0.00	
ERR3684493	f__Spirochaetaceae	56	235	124	3	232	0	0	0	0	97.58	0.00	0.00	
ERR4853536	f__Spirochaetaceae	56	235	124	4	231	0	0	0	0	97.55	0.00	0.00	
ERR4853546	f__Spirochaetaceae	56	235	124	8	225	2	0	0	0	97.47	1.61	0.00	
ERR3684467	f__Spirochaetaceae	56	235	124	5	230	0	0	0	0	97.31	0.00	0.00	
ERR3684631	f__Spirochaetaceae	56	235	124	7	227	1	0	0	0	97.31	0.40	0.00	
ERR5207025	f__Spirochaetaceae	56	235	124	5	225	4	1	0	0	97.29	1.73	0.00	
ERR3684661	f__Spirochaetaceae	56	235	124	6	227	2	0	0	0	97.29	0.97	0.00	
ERR3684487	f__Spirochaetaceae	56	235	124	7	227	1	0	0	0	97.29	0.81	0.00	
ERR4853666	f__Spirochaetaceae	56	235	124	7	226	2	0	0	0	97.26	0.85	0.00	
ERR4899212	f__Spirochaetaceae	56	235	124	7	226	2	0	0	0	97.21	0.83	0.00	
ERR3684686	f__Spirochaetaceae	56	235	124	4	230	1	0	0	0	97.18	0.05	0.00	
ERR5207016	f__Spirochaetaceae	56	235	124	9	225	1	0	0	0	97.17	0.81	0.00	
ERR3684644	f__Spirochaetaceae	56	235	124	5	228	2	0	0	0	97.15	1.61	0.00	
ERR3684555	f__Spirochaetaceae	56	235	124	5	227	3	0	0	0	97.15	0.26	0.00	
ERR4853616	f__Spirochaetaceae	56	235	124	10	224	1	0	0	0	97.14	0.81	0.00	
ERR3684741	f__Spirochaetaceae	56	235	124	6	227	2	0	0	0	97.10	0.29	0.00	
ERR5206972	f__Spirochaetaceae	56	235	124	10	224	1	0	0	0	97.09	0.05	0.00	
ERR3684494	f__Spirochaetaceae	56	235	124	7	225	3	0	0	0	97.02	1.32	0.00	
ERR3684657	f__Spirochaetaceae	56	235	124	13	221	1	0	0	0	97.02	0.81	0.00	
ERR4045396	f__Spirochaetaceae	56	235	124	5	229	1	0	0	0	96.91	0.81	0.00	
ERR3684694	f__Spirochaetaceae	56	235	124	7	226	2	0	0	0	96.90	0.38	0.00	
ERR3684702	f__Spirochaetaceae	56	235	124	6	228	1	0	0	0	96.88	0.81	0.00	
ERR4899242	f__Spirochaetaceae	56	235	124	7	228	0	0	0	0	96.86	0.00	0.00	
ERR4853606	f__Spirochaetaceae	56	235	124	6	227	2	0	0	0	96.77	0.38	0.00	
ERR3684475	f__Spirochaetaceae	56	235	124	4	231	0	0	0	0	96.77	0.00	0.00	
ERR4853603	f__Spirochaetaceae	56	235	124	5	229	1	0	0	0	96.75	0.12	0.00	
ERR4045394	f__Spirochaetaceae	56	235	124	5	230	0	0	0	0	96.75	0.00	0.00	
ERR4853664	f__Spirochaetaceae	56	235	124	8	226	1	0	0	0	96.74	0.40	0.00	
ERR4853683	f__Spirochaetaceae	56	235	124	6	228	1	0	0	0	96.70	0.05	0.00	
ERR3684599	f__Spirochaetaceae	56	235	124	6	229	0	0	0	0	96.61	0.00	0.00	
ERR3684587	f__Spirochaetaceae	56	235	124	6	226	3	0	0	0	96.51	1.02	0.00	
ERR3684461	f__Spirochaetaceae	56	235	124	7	226	2	0	0	0	96.48	0.83	0.00	
ERR3684653	f__Spirochaetaceae	56	235	124	7	228	0	0	0	0	96.34	0.00	0.00	
ERR4899237	f__Spirochaetaceae	56	235	124	8	223	4	0	0	0	96.11	1.78	0.00	
ERR4853671	f__Spirochaetaceae	56	235	124	9	216	7	3	0	0	96.10	2.69	0.00	
ERR4899228	f__Spirochaetaceae	56	235	124	7	227	1	0	0	0	96.08	0.05	0.00	
ERR4045392	f__Spirochaetaceae	56	235	124	8	225	2	0	0	0	96.08	0.85	0.00	
ERR3684659	f__Spirochaetaceae	56	235	124	8	223	4	0	0	0	95.96	0.64	0.00	
ERR5206970	f__Spirochaetaceae	56	235	124	11	223	1	0	0	0	95.84	0.81	0.00	
ERR4045389	f__Spirochaetaceae	56	235	124	8	227	0	0	0	0	95.83	0.00	0.00	
ERR4853658	f__Spirochaetaceae	56	235	124	10	225	0	0	0	0	95.76	0.00	0.00	
ERR3684571	f__Spirochaetaceae	56	235	124	10	224	1	0	0	0	95.71	0.12	0.00	
ERR4853591	f__Spirochaetaceae	56	235	124	7	227	1	0	0	0	95.70	0.27	0.00	
ERR3699570	f__Spirochaetaceae	56	235	124	9	224	2	0	0	0	95.63	1.61	0.00	
ERR3684622	f__Spirochaetaceae	56	235	124	8	227	0	0	0	0	95.51	0.00	0.00	
ERR3684592	f__Spirochaetaceae	56	235	124	10	220	5	0	0	0	95.38	2.33	0.00	
ERR3684544	f__Spirochaetaceae	56	235	124	11	223	1	0	0	0	95.34	0.16	0.00	
ERR3684602	f__Spirochaetaceae	56	235	124	11	223	1	0	0	0	95.33	0.05	0.00	
ERR3684470	f__Spirochaetaceae	56	235	124	9	224	2	0	0	0	95.31	0.45	0.00	
ERR3684465	f__Spirochaetaceae	56	235	124	8	226	1	0	0	0	95.27	0.40	0.00	
ERR3684484	f__Spirochaetaceae	56	235	124	12	222	1	0	0	0	95.17	0.81	0.00	
ERR7123585	f__Spirochaetaceae	56	235	124	10	224	1	0	0	0	95.13	0.12	0.00	
ERR4045391	f__Spirochaetaceae	56	235	124	10	223	2	0	0	0	95.05	0.43	0.00	
ERR3684696	f__Spirochaetaceae	56	235	124	10	224	1	0	0	0	95.05	0.81	0.00	
ERR4853542	f__Spirochaetaceae	56	235	124	12	222	1	0	0	0	94.96	0.81	0.00	
ERR3684724	f__Spirochaetaceae	56	235	124	12	222	1	0	0	0	94.77	0.81	0.00	
ERR4045382	f__Spirochaetaceae	56	235	124	14	220	1	0	0	0	94.65	0.05	0.00	
ERR4853680	f__Spirochaetaceae	56	235	124	14	219	2	0	0	0	94.59	0.85	0.00	
ERR3684660	f__Spirochaetaceae	56	235	124	15	219	1	0	0	0	94.36	0.03	0.00	
ERR3684455	f__Spirochaetaceae	56	235	124	8	225	2	0	0	0	94.35	0.85	0.00	
ERR7123587	f__Spirochaetaceae	56	235	124	15	219	1	0	0	0	94.34	0.03	0.00	
ERR3684639	f__Spirochaetaceae	56	235	124	16	218	1	0	0	0	94.18	0.05	0.00	
ERR4853648	f__Spirochaetaceae	56	235	124	11	220	4	0	0	0	94.17	2.13	0.00	
ERR5207006	f__Spirochaetaceae	56	235	124	21	214	0	0	0	0	94.10	0.00	0.00	
ERR4853673	f__Spirochaetaceae	56	235	124	14	216	5	0	0	0	93.98	2.58	0.00	
ERR4899234	f__Spirochaetaceae	56	235	124	14	217	4	0	0	0	93.96	1.02	0.00	
ERR4853567	f__Spirochaetaceae	56	235	124	16	219	0	0	0	0	93.95	0.00	0.00	
ERR4853539	f__Spirochaetaceae	56	235	124	13	219	3	0	0	0	93.87	0.36	0.00	
ERR3684656	f__Spirochaetaceae	56	235	124	11	220	4	0	0	0	93.70	3.23	0.00	
ERR4853633	f__Spirochaetaceae	56	235	124	20	211	4	0	0	0	93.57	1.08	0.00	
ERR3684539	f__Spirochaetaceae	56	235	124	8	227	0	0	0	0	93.55	0.00	0.00	
ERR4853621	f__Spirochaetaceae	56	235	124	19	214	2	0	0	0	93.53	0.85	0.00	
ERR5206974	f__Spirochaetaceae	56	235	124	16	217	2	0	0	0	93.41	0.16	0.00	
ERR5206984	f__Spirochaetaceae	56	235	124	15	220	0	0	0	0	93.17	0.00	0.00	
ERR5207013	f__Spirochaetaceae	56	235	124	15	217	3	0	0	0	93.15	1.24	0.00	
ERR4899245	f__Spirochaetaceae	56	235	124	17	218	0	0	0	0	93.15	0.00	0.00	
ERR3684697	f__Spirochaetaceae	56	235	124	14	217	4	0	0	0	93.11	2.53	0.00	
ERR3684516	f__Spirochaetaceae	56	235	124	13	219	3	0	0	0	93.09	1.66	0.00	
ERR3684671	f__Spirochaetaceae	56	235	124	16	218	1	0	0	0	93.05	0.05	0.00	
ERR3684698	f__Spirochaetaceae	56	235	124	14	218	3	0	0	0	92.98	0.50	0.00	
ERR3684496	f__Spirochaetaceae	56	235	124	15	213	7	0	0	0	92.96	1.58	0.00	
ERR3684673	f__Spirochaetaceae	56	235	124	14	219	2	0	0	0	92.80	0.45	0.00	
ERR3684687	f__Spirochaetaceae	56	235	124	14	220	1	0	0	0	92.75	0.81	0.00	
ERR3684611	f__Spirochaetaceae	56	235	124	14	214	7	0	0	0	92.65	1.37	0.00	
ERR4853675	f__Spirochaetaceae	56	235	124	18	208	9	0	0	0	92.46	3.29	0.00	
ERR7123584	f__Spirochaetaceae	56	235	124	18	217	0	0	0	0	92.34	0.00	0.00	
ERR4853652	f__Spirochaetaceae	56	235	124	18	217	0	0	0	0	92.34	0.00	0.00	
ERR3684464	f__Spirochaetaceae	56	235	124	14	220	1	0	0	0	92.31	0.12	0.00	
ERR3684746	f__Spirochaetaceae	56	235	124	17	216	2	0	0	0	92.17	1.08	0.00	
ERR3684488	f__Spirochaetaceae	56	235	124	16	216	3	0	0	0	92.17	0.28	0.00	
ERR3684462	f__Spirochaetaceae	56	235	124	18	215	2	0	0	0	92.17	0.85	0.00	
ERR4045393	f__Spirochaetaceae	56	235	124	16	219	0	0	0	0	92.16	0.00	0.00	
ERR5207014	f__Spirochaetaceae	56	235	124	20	212	3	0	0	0	92.15	0.97	0.00	
ERR5210574	f__Spirochaetaceae	56	235	124	16	216	3	0	0	0	91.97	0.95	0.00	
ERR4045376	f__Spirochaetaceae	56	235	124	16	217	2	0	0	0	91.95	0.28	0.00	
ERR4899199	f__Spirochaetaceae	56	235	124	19	215	1	0	0	0	91.81	0.05	0.00	
ERR4853647	f__Spirochaetaceae	56	235	124	16	214	5	0	0	0	91.78	2.74	0.00	
ERR4899221	f__Spirochaetaceae	56	235	124	17	215	3	0	0	0	91.65	1.66	0.00	
ERR4899235	f__Spirochaetaceae	56	235	124	20	212	3	0	0	0	91.43	1.64	0.00	
ERR5210567	f__Spirochaetaceae	56	235	124	24	208	3	0	0	0	90.81	1.26	0.00	
ERR3684748	f__Spirochaetaceae	56	235	124	17	217	1	0	0	0	90.79	0.81	0.00	
ERR3684634	f__Spirochaetaceae	56	235	124	22	211	2	0	0	0	90.69	0.92	0.00	
ERR4853578	f__Spirochaetaceae	56	235	124	20	211	4	0	0	0	90.69	0.46	0.00	
ERR3684589	f__Spirochaetaceae	56	235	124	21	206	7	1	0	0	90.67	2.24	0.00	
ERR3684630	f__Spirochaetaceae	56	235	124	16	215	4	0	0	0	90.52	1.35	0.00	
ERR4853630	f__Spirochaetaceae	56	235	124	22	207	6	0	0	0	90.33	2.86	0.00	
ERR3684655	f__Spirochaetaceae	56	235	124	20	215	0	0	0	0	90.24	0.00	0.00	
ERR4899229	f__Spirochaetaceae	56	235	124	18	214	3	0	0	0	90.22	0.61	0.00	
ERR3811625	f__Spirochaetaceae	56	235	124	20	214	1	0	0	0	90.14	0.05	0.00	
ERR3684708	f__Spirochaetaceae	56	235	124	24	205	6	0	0	0	90.01	2.49	0.00	
ERR3684703	f__Spirochaetaceae	56	235	124	19	213	3	0	0	0	89.89	1.66	0.00	
ERR3811631	f__Spirochaetaceae	56	235	124	22	211	2	0	0	0	89.81	0.23	0.00	
ERR3684463	f__Spirochaetaceae	56	235	124	19	214	2	0	0	0	89.80	1.61	0.00	
ERR3699567	f__Spirochaetaceae	56	235	124	28	205	2	0	0	0	89.71	1.61	0.00	
ERR3684601	f__Spirochaetaceae	56	235	124	21	213	1	0	0	0	89.71	0.20	0.00	
ERR3684667	f__Spirochaetaceae	56	235	124	26	206	3	0	0	0	89.71	0.17	0.00	
ERR3684684	f__Spirochaetaceae	56	235	124	22	197	16	0	0	0	89.67	4.45	0.00	
ERR3684468	f__Spirochaetaceae	56	235	124	20	210	5	0	0	0	89.57	1.64	0.00	
ERR4853548	f__Spirochaetaceae	56	235	124	29	204	2	0	0	0	89.43	0.09	0.00	
ERR3684593	f__Spirochaetaceae	56	235	124	21	211	3	0	0	0	89.37	1.02	0.00	
ERR4853558	f__Spirochaetaceae	56	235	124	20	213	2	0	0	0	89.37	0.28	0.00	
ERR4899246	f__Spirochaetaceae	56	235	124	22	210	3	0	0	0	89.07	1.88	0.00	
ERR3684543	f__Spirochaetaceae	56	235	124	22	205	8	0	0	0	89.06	3.06	0.00	
ERR3684681	f__Spirochaetaceae	56	235	124	21	212	2	0	0	0	89.03	0.92	0.00	
ERR3684594	f__Spirochaetaceae	56	235	124	23	211	1	0	0	0	89.01	0.81	0.00	
ERR3684665	f__Spirochaetaceae	56	235	124	22	213	0	0	0	0	88.87	0.00	0.00	
ERR4853650	f__Spirochaetaceae	56	235	124	25	209	1	0	0	0	88.82	0.27	0.00	
ERR3684739	f__Spirochaetaceae	56	235	124	29	202	4	0	0	0	88.44	2.06	25.00	
ERR5210564	f__Spirochaetaceae	56	235	124	27	208	0	0	0	0	88.39	0.00	0.00	
ERR3684750	f__Spirochaetaceae	56	235	124	25	208	2	0	0	0	88.25	0.85	0.00	
ERR3699557	f__Spirochaetaceae	56	235	124	27	205	3	0	0	0	88.08	1.66	0.00	
ERR4853564	f__Spirochaetaceae	56	235	124	27	204	4	0	0	0	87.62	1.42	0.00	
ERR4853624	f__Spirochaetaceae	56	235	124	27	207	1	0	0	0	87.48	0.81	0.00	
ERR3684632	f__Spirochaetaceae	56	235	124	27	206	2	0	0	0	87.24	0.16	0.00	
ERR3684549	f__Spirochaetaceae	56	235	124	22	212	1	0	0	0	87.22	0.12	0.00	
ERR5206993	f__Spirochaetaceae	56	235	124	27	206	2	0	0	0	87.12	0.85	0.00	
ERR3684676	f__Spirochaetaceae	56	235	124	28	202	5	0	0	0	87.12	2.63	0.00	
ERR7123589	f__Spirochaetaceae	56	235	124	27	205	3	0	0	0	87.00	2.42	0.00	
ERR3684505	f__Spirochaetaceae	56	235	124	26	202	6	1	0	0	86.90	1.65	11.11	
ERR4853659	f__Spirochaetaceae	56	235	124	33	199	3	0	0	0	86.71	0.32	0.00	
ERR3684635	f__Spirochaetaceae	56	235	124	28	203	4	0	0	0	86.43	1.59	0.00	
ERR5206995	f__Spirochaetaceae	56	235	124	35	200	0	0	0	0	86.16	0.00	0.00	
ERR4899223	f__Spirochaetaceae	56	235	124	30	203	2	0	0	0	86.10	0.85	0.00	
ERR3684723	f__Spirochaetaceae	56	235	124	31	201	3	0	0	0	85.96	1.66	0.00	
ERR4853608	f__Spirochaetaceae	56	235	124	31	203	1	0	0	0	85.88	0.81	0.00	
ERR4853636	f__Spirochaetaceae	56	235	124	33	199	3	0	0	0	85.77	1.26	0.00	
ERR3684527	f__Spirochaetaceae	56	235	124	29	202	4	0	0	0	85.73	0.35	0.00	
ERR3699576	f__Spirochaetaceae	56	235	124	26	205	4	0	0	0	85.49	2.82	0.00	
ERR4853538	f__Spirochaetaceae	56	235	124	31	202	2	0	0	0	85.39	0.97	0.00	
ERR4045388	f__Spirochaetaceae	56	235	124	28	206	1	0	0	0	85.28	0.40	0.00	
ERR3684680	f__Spirochaetaceae	56	235	124	32	201	2	0	0	0	84.88	0.97	0.00	
ERR5210580	f__Spirochaetaceae	56	235	124	29	198	6	2	0	0	84.73	5.10	0.00	
ERR5206981	f__Spirochaetaceae	56	235	124	36	198	1	0	0	0	84.69	0.27	0.00	
ERR3699563	f__Spirochaetaceae	56	235	124	34	198	3	0	0	0	84.61	1.32	0.00	
ERR3684745	f__Spirochaetaceae	56	235	124	28	201	6	0	0	0	84.60	1.18	16.67	
ERR3684532	f__Spirochaetaceae	56	235	124	35	197	3	0	0	0	84.45	2.42	0.00	
ERR3684727	f__Spirochaetaceae	56	235	124	29	201	5	0	0	0	84.37	1.73	0.00	
ERR3699556	f__Spirochaetaceae	56	235	124	33	201	1	0	0	0	84.08	0.81	0.00	
ERR3684646	f__Spirochaetaceae	56	235	124	31	201	3	0	0	0	84.05	1.66	0.00	
ERR4899205	f__Spirochaetaceae	56	235	124	40	194	1	0	0	0	83.86	0.81	0.00	
ERR5206991	f__Spirochaetaceae	56	235	124	40	194	1	0	0	0	83.70	0.16	0.00	
ERR5206994	f__Spirochaetaceae	56	235	124	37	195	3	0	0	0	83.55	0.12	0.00	
ERR5207022	f__Spirochaetaceae	56	235	124	34	196	5	0	0	0	82.95	1.40	0.00	
ERR3684749	f__Spirochaetaceae	56	235	124	34	200	1	0	0	0	82.87	0.12	0.00	
ERR4853557	f__Spirochaetaceae	56	235	124	42	189	4	0	0	0	82.73	2.13	0.00	
ERR7123583	f__Spirochaetaceae	56	235	124	40	194	1	0	0	0	82.69	0.81	0.00	
ERR3684707	f__Spirochaetaceae	56	235	124	35	196	4	0	0	0	82.55	1.66	0.00	
ERR5206976	f__Spirochaetaceae	56	235	124	34	197	4	0	0	0	82.39	0.52	0.00	
ERR3699562	f__Spirochaetaceae	56	235	124	33	202	0	0	0	0	82.39	0.00	0.00	
ERR3699566	f__Spirochaetaceae	56	235	124	37	193	5	0	0	0	82.17	2.20	0.00	
ERR3811628	f__Spirochaetaceae	56	235	124	34	197	4	0	0	0	82.17	2.53	0.00	
ERR3684713	f__Spirochaetaceae	56	235	124	33	194	6	2	0	0	82.14	1.59	0.00	
ERR3684536	f__Spirochaetaceae	56	235	124	34	199	2	0	0	0	82.11	0.38	0.00	
ERR5210565	f__Spirochaetaceae	56	235	124	37	194	4	0	0	0	82.05	0.55	0.00	
ERR5207033	f__Spirochaetaceae	56	235	124	34	198	3	0	0	0	82.03	2.42	0.00	
ERR3684481	f__Spirochaetaceae	56	235	124	37	193	4	1	0	0	81.90	1.00	0.00	
ERR4853635	f__Spirochaetaceae	56	235	124	33	200	2	0	0	0	81.41	0.16	0.00	
ERR4899239	f__Spirochaetaceae	56	235	124	40	190	5	0	0	0	81.34	0.93	0.00	
ERR3684744	f__Spirochaetaceae	56	235	124	39	192	4	0	0	0	81.28	2.53	0.00	
ERR4853655	f__Spirochaetaceae	56	235	124	49	183	3	0	0	0	81.05	0.72	0.00	
ERR5206989	f__Spirochaetaceae	56	235	124	52	182	1	0	0	0	80.98	0.81	0.00	
ERR5206992	f__Spirochaetaceae	56	235	124	47	181	7	0	0	0	80.91	1.94	0.00	
ERR3684712	f__Spirochaetaceae	56	235	124	41	191	3	0	0	0	80.68	0.88	0.00	
ERR3684743	f__Spirochaetaceae	56	235	124	40	192	3	0	0	0	80.51	1.77	0.00	
ERR5207023	f__Spirochaetaceae	56	235	124	46	187	2	0	0	0	79.62	0.45	0.00	
ERR3684529	f__Spirochaetaceae	56	235	124	43	189	3	0	0	0	79.54	1.73	0.00	
ERR5206988	f__Spirochaetaceae	56	235	124	55	179	1	0	0	0	79.39	0.81	0.00	
ERR3811630	f__Spirochaetaceae	56	235	124	48	182	5	0	0	0	79.30	1.53	0.00	
ERR5207004	f__Spirochaetaceae	56	235	124	54	179	2	0	0	0	79.00	0.85	0.00	
ERR4853612	f__Spirochaetaceae	56	235	124	45	190	0	0	0	0	78.95	0.00	0.00	
ERR4853628	f__Spirochaetaceae	56	235	124	48	184	3	0	0	0	78.88	1.37	0.00	
ERR3684722	f__Spirochaetaceae	56	235	124	39	194	2	0	0	0	78.81	1.61	0.00	
ERR3699581	f__Spirochaetaceae	56	235	124	47	188	0	0	0	0	78.32	0.00	0.00	
ERR3684506	f__Spirochaetaceae	56	235	124	43	190	2	0	0	0	78.28	1.61	0.00	
ERR3684590	f__Spirochaetaceae	56	235	124	41	193	1	0	0	0	78.23	0.81	0.00	
ERR3684650	f__Spirochaetaceae	56	235	124	44	186	5	0	0	0	78.16	1.89	0.00	
ERR3684728	f__Spirochaetaceae	56	235	124	48	184	3	0	0	0	78.04	1.81	0.00	
ERR3699572	f__Spirochaetaceae	56	235	124	44	187	4	0	0	0	77.88	0.61	0.00	
ERR3684508	f__Spirochaetaceae	56	235	124	58	172	5	0	0	0	77.71	2.09	0.00	
ERR3699559	f__Spirochaetaceae	56	235	124	45	189	1	0	0	0	77.11	0.81	0.00	
ERR3811643	f__Spirochaetaceae	56	235	124	51	183	1	0	0	0	76.99	0.05	0.00	
ERR5206971	f__Spirochaetaceae	56	235	124	57	177	1	0	0	0	76.86	0.81	0.00	
ERR3684747	f__Spirochaetaceae	56	235	124	48	184	3	0	0	0	76.71	1.19	0.00	
ERR3684704	f__Spirochaetaceae	56	235	124	47	182	6	0	0	0	76.53	1.45	0.00	
ERR4899233	f__Spirochaetaceae	56	235	124	53	175	7	0	0	0	76.33	2.68	0.00	
ERR3699560	f__Spirochaetaceae	56	235	124	43	190	2	0	0	0	76.32	0.85	0.00	
ERR3684561	f__Spirochaetaceae	56	235	124	45	185	5	0	0	0	76.30	1.40	0.00	
ERR3811642	f__Spirochaetaceae	56	235	124	56	174	5	0	0	0	75.99	1.76	0.00	
ERR5206964	f__Spirochaetaceae	56	235	124	61	173	1	0	0	0	75.96	0.03	0.00	
ERR4853634	f__Spirochaetaceae	56	235	124	45	188	2	0	0	0	75.95	0.85	50.00	
ERR4853552	f__Spirochaetaceae	56	235	124	56	177	2	0	0	0	75.87	0.16	0.00	
ERR3684753	f__Spirochaetaceae	56	235	124	49	182	4	0	0	0	75.83	2.06	0.00	
ERR5210571	f__Spirochaetaceae	56	235	124	55	175	5	0	0	0	75.80	1.42	0.00	
ERR4853657	f__Spirochaetaceae	56	235	124	59	173	3	0	0	0	75.74	1.24	0.00	
ERR5207021	f__Spirochaetaceae	56	235	124	52	182	1	0	0	0	75.49	0.03	0.00	
ERR4899218	f__Spirochaetaceae	56	235	124	54	174	7	0	0	0	75.47	2.50	0.00	
ERR4853626	f__Spirochaetaceae	56	235	124	52	179	4	0	0	0	75.41	2.53	0.00	
ERR3684752	f__Spirochaetaceae	56	235	124	58	172	5	0	0	0	75.35	2.18	0.00	
ERR5206980	f__Spirochaetaceae	56	235	124	62	171	2	0	0	0	75.35	1.61	0.00	
ERR3684714	f__Spirochaetaceae	56	235	124	56	176	3	0	0	0	74.98	1.12	0.00	
ERR3684742	f__Spirochaetaceae	56	235	124	51	183	1	0	0	0	74.86	0.12	0.00	
ERR3811624	f__Spirochaetaceae	56	235	124	46	186	3	0	0	0	74.77	1.10	0.00	
ERR3699568	f__Spirochaetaceae	56	235	124	43	190	2	0	0	0	74.07	1.61	0.00	
ERR3684638	f__Spirochaetaceae	56	235	124	53	178	4	0	0	0	74.02	0.48	0.00	
ERR3684682	f__Spirochaetaceae	56	235	124	54	178	3	0	0	0	73.91	0.21	0.00	
ERR3684685	f__Spirochaetaceae	56	235	124	52	180	3	0	0	0	73.86	1.37	0.00	
ERR3699561	f__Spirochaetaceae	56	235	124	51	181	3	0	0	0	73.49	0.48	0.00	
ERR5206978	f__Spirochaetaceae	56	235	124	72	161	2	0	0	0	73.48	0.83	0.00	
ERR4853609	f__Spirochaetaceae	56	235	124	60	171	4	0	0	0	72.98	0.68	0.00	
ERR4853575	f__Spirochaetaceae	56	235	124	56	177	2	0	0	0	72.66	0.92	0.00	
ERR3811629	f__Spirochaetaceae	56	235	124	52	181	2	0	0	0	72.64	1.21	0.00	
ERR3684578	f__Spirochaetaceae	56	235	124	59	171	5	0	0	0	72.57	2.87	0.00	
ERR3684629	f__Spirochaetaceae	56	235	124	60	174	1	0	0	0	72.21	0.27	0.00	
ERR3684675	f__Spirochaetaceae	56	235	124	61	170	4	0	0	0	72.17	1.37	0.00	
ERR3699573	f__Spirochaetaceae	56	235	124	54	174	6	1	0	0	71.88	1.92	0.00	
ERR4899207	f__Spirochaetaceae	56	235	124	66	165	4	0	0	0	71.87	1.02	0.00	
ERR5206986	f__Spirochaetaceae	56	235	124	66	165	4	0	0	0	71.77	2.47	0.00	
ERR3684591	f__Spirochaetaceae	56	235	124	64	168	3	0	0	0	71.65	0.88	0.00	
ERR5206998	f__Spirochaetaceae	56	235	124	69	165	1	0	0	0	71.37	0.81	0.00	
ERR3699571	f__Spirochaetaceae	56	235	124	62	169	4	0	0	0	71.19	0.46	0.00	
ERR5206968	f__Spirochaetaceae	56	235	124	70	163	2	0	0	0	71.17	1.61	0.00	
