Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ERR3684617	1070	265	0	0	0	0	880298	402203	0	0	0	0	785	4030	765468	1139457	52.65	52.78	1052	737	587	-	1233.2	828.5	246	461	644	-	4	4	8008	1	0	0	0	15 + 0 part	10855	65.928	1.004	0.00	52.53	11.67	4030	753830	1026	725	574	-	1214.8	816.1	248	465	651	-
ERR3684618	144	37	26	24	14	6	1169739	1129972	1105091	1091238	914156	602963	62	136857	1147708	1139457	52.71	52.78	56832	56832	16805	16805	71203.5	71719.1	6	6	20	20	0	0	0	2	0	0	0	25 + 0 part	20300	98.739	1.001	0.00	7.02	11.72	136857	1126120	56832	56832	16307	16307	71151.2	71666.4	6	6	20	20
ERR3684619	59	22	18	17	10	8	1138997	1127700	1119407	1109883	974178	891429	26	193170	1131101	1139457	52.74	52.78	96356	96356	22430	19479	104476.6	103710.4	5	5	12	13	0	0	0	2	0	0	0	0 + 0 part	0	99.181	1.001	0.00	8.05	12.56	192891	1130313	96356	96356	22430	19479	104366.7	103601.4	5	5	12	13
ERR3684620	138	43	35	29	18	4	1159303	1120943	1098382	1055560	862151	322571	69	143342	1139837	1139457	52.75	52.78	38737	38737	11423	11423	49795.9	49812.5	10	10	27	27	0	0	0	1	0	0	0	19 + 0 part	13112	98.741	1.001	0.00	6.93	11.54	143342	1126056	38731	38731	11423	11423	49777.9	49794.5	10	10	27	27
ERR3684621	867	74	0	0	0	0	550098	98610	0	0	0	0	535	4868	405916	1139457	52.64	52.78	734	-	543	-	898.4	320.1	198	-	458	-	3	3	5652	0	0	0	0	2 + 0 part	1334	35.403	1.001	0.00	50.76	15.11	4868	403836	731	-	540	-	884.2	315.0	200	-	462	-
ERR3684622	351	244	68	21	2	0	1140656	1080733	621785	294975	57533	0	304	29096	1125380	1139457	52.69	52.78	5453	5425	1806	1658	7564.2	7470.8	57	58	196	203	2	2	26297	0	0	0	0	12 + 0 part	10400	97.489	1.004	0.00	13.28	12.38	29096	1114754	5425	5315	1806	1658	7442.9	7350.9	58	60	198	205
ERR3684623	126	65	44	37	16	3	1149554	1128556	1077187	1023294	684008	246636	77	91377	1137448	1139457	52.73	52.78	29129	29129	9688	9688	37364.4	37298.5	12	12	38	38	0	0	0	1	0	0	0	10 + 1 part	10049	98.749	1.002	0.00	7.19	12.25	91377	1126898	29129	29129	9688	9688	37351.2	37285.3	12	12	38	38
ERR3684624	509	197	65	26	8	1	1209306	1106605	768745	508781	263062	50669	264	50669	1154760	1139457	52.77	52.78	7681	7776	1881	2076	13352.3	13531.6	35	34	149	142	0	0	0	0	0	0	1	45 + 1 part	35584	97.869	1.003	0.00	9.57	10.73	50669	1117921	7681	7776	1881	2076	13323.5	13502.5	35	34	149	142
ERR3684625	767	53	0	0	0	0	465127	66026	0	0	0	0	455	3021	330554	1139457	52.77	52.78	727	-	525	-	816.0	236.7	172	-	391	-	3	3	5594	0	0	0	0	10 + 1 part	8172	28.258	1.001	0.00	49.05	13.04	2533	322139	711	-	517	-	779.1	226.0	176	-	399	-
ERR3684626	201	53	34	27	15	5	1198959	1141911	1100825	1043721	847837	484316	100	128374	1173758	1139457	52.70	52.78	44577	47041	9199	10628	57594.8	59328.6	8	7	29	26	0	0	0	1	0	0	0	53 + 0 part	46015	98.778	1.001	0.00	7.10	11.63	128374	1126029	44577	47041	9199	10628	57536.7	59268.7	8	7	29	26
ERR3684627	776	55	0	0	0	0	469057	69247	0	0	0	0	436	2277	322972	1139457	52.54	52.78	726	-	537	-	823.2	233.3	166	-	374	-	1	1	2277	0	0	0	0	1 + 0 part	1388	28.151	1.002	0.00	55.10	14.01	1936	321217	723	-	533	-	811.1	229.9	167	-	377	-
ERR3684628	243	178	73	29	2	0	1134739	1104107	786758	457819	54873	0	208	29010	1125269	1139457	52.75	52.78	8472	8472	2997	2832	10277.5	10149.5	41	41	131	135	0	0	0	2	0	0	0	5 + 0 part	3550	98.077	1.003	0.00	11.51	11.87	29010	1120888	8472	8472	2997	2832	10268.4	10140.6	41	41	131	135
ERR3684629	1162	359	4	0	0	0	1032502	597017	25626	0	0	0	798	7926	912620	1139457	52.41	52.78	1275	1056	644	-	1579.0	1264.7	235	333	638	-	0	0	0	0	0	0	1	48 + 2 part	41939	75.965	1.004	0.00	26.12	11.28	7926	868935	1251	1026	590	-	1532.2	1227.1	236	337	659	-
ERR3684630	427	279	77	13	0	0	1145923	1074193	576074	156289	0	0	346	17349	1120734	1139457	52.74	52.78	5152	5075	1558	1409	5619.5	5527.2	74	76	228	239	0	0	0	3	0	0	0	14 + 1 part	9915	97.047	1.004	0.00	14.15	12.08	17349	1109499	5138	5075	1533	1392	5599.9	5507.8	75	76	229	240
ERR3684631	610	240	67	26	1	1	1250461	1121364	702377	407150	58077	58077	332	58077	1184552	1139457	52.73	52.78	6684	7329	1463	1793	10225.4	10630.1	48	45	196	171	0	0	0	0	0	0	0	78 + 2 part	69141	97.476	1.003	0.00	28.81	11.04	58077	1114081	6684	7329	1307	1754	10159.9	10561.9	48	45	198	172
ERR3684632	1590	396	31	0	0	0	1335006	976999	199204	0	0	0	640	9288	1146416	1139457	52.86	52.78	2494	2502	794	813	3009.8	3028.2	142	140	458	450	2	2	3625	0	0	0	0	99 + 1 part	80382	92.951	1.006	0.00	24.32	13.81	9288	1064802	2494	2502	623	645	2940.6	2958.6	142	140	481	471
ERR3684633	948	369	4	0	0	0	1019220	662169	28088	0	0	0	761	9025	944263	1139457	52.72	52.78	1443	1201	663	-	1796.3	1488.6	210	285	599	-	0	0	0	0	0	0	0	17 + 0 part	13099	81.312	1.004	0.00	19.03	10.86	9025	930193	1440	1186	648	-	1781.9	1476.7	211	286	604	-
ERR3684634	577	361	34	5	0	0	1106819	978964	249159	53811	0	0	506	11409	1081984	1139457	52.83	52.78	2932	2837	1019	759	3665.5	3480.6	113	123	356	414	1	1	1762	1	0	0	0	11 + 0 part	8807	93.656	1.004	0.00	18.67	12.79	11404	1071318	2932	2837	1008	716	3650.0	3465.9	113	123	358	417
ERR3684635	888	369	34	2	0	0	1202191	983992	236146	24981	0	0	568	14039	1125333	1139457	52.83	52.78	2799	2785	877	826	3452.5	3409.7	125	127	400	415	0	0	0	0	0	0	0	65 + 1 part	50880	93.838	1.004	0.00	13.79	10.25	14039	1073395	2799	2785	786	748	3411.8	3369.5	125	127	408	424
ERR3684636	870	62	0	0	0	0	520117	78793	0	0	0	0	488	2282	358693	1139457	52.69	52.78	724	-	534	-	824.9	259.7	183	-	419	-	1	1	545	0	0	0	0	22 + 0 part	14706	30.085	1.001	0.00	30.90	14.58	2282	343016	710	-	515	-	791.5	249.2	186	-	426	-
ERR3684637	958	345	2	0	0	0	947004	566751	11943	0	0	0	777	6806	870952	1139457	52.56	52.78	1243	996	632	-	1510.1	1154.3	228	348	623	-	0	0	0	0	0	0	0	7 + 0 part	5132	75.693	1.004	0.00	28.19	11.44	6806	865551	1243	990	628	-	1505.0	1150.3	228	349	625	-
ERR3684638	855	388	10	0	0	0	1039596	752279	62335	0	0	0	696	8376	976411	1139457	52.85	52.78	1648	1411	736	-	2147.1	1839.8	181	234	535	-	1	1	1240	0	0	0	0	14 + 1 part	11750	84.310	1.004	0.00	23.03	11.20	8376	963924	1648	1410	709	-	2132.5	1827.4	181	235	539	-
ERR3684639	401	286	63	10	1	0	1115339	1051620	517711	137696	26572	0	356	26572	1103485	1139457	52.69	52.78	4838	4637	1368	1182	5925.4	5738.3	70	74	237	262	0	0	0	1	0	0	0	0 + 0 part	0	96.444	1.004	0.00	32.91	11.97	26572	1102844	4838	4637	1349	1181	5921.9	5734.9	70	74	238	263
ERR3684640	619	22	0	0	0	0	344886	28637	0	0	0	0	304	2795	209963	1139457	52.61	52.78	682	-	524	-	770.5	142.0	120	-	263	-	2	2	2331	0	0	0	0	9 + 0 part	6642	17.829	1.001	0.00	45.77	13.29	2793	203202	660	-	516	-	737.9	136.0	123	-	269	-
ERR3684641	133	97	59	34	9	2	1132802	1119478	1024510	844433	437197	202917	106	142978	1125684	1139457	52.73	52.78	19831	19831	5245	4962	36429.5	35989.2	15	15	57	60	0	0	0	1	0	0	0	0 + 0 part	0	98.575	1.002	0.00	8.53	12.00	142978	1125177	19831	19831	5245	4962	36414.4	35974.2	15	15	57	60
ERR3684642	972	186	68	30	6	1	1343141	1131908	839959	576535	209858	65989	289	65989	1202518	1139457	52.77	52.78	9525	10038	1579	2435	14470.7	15271.5	33	30	147	118	0	0	0	2	0	0	0	94 + 3 part	78723	98.099	1.003	0.00	11.95	11.69	65989	1121012	9525	10038	1505	2387	14401.0	15198.0	33	30	149	119
ERR3684643	142	61	41	34	15	5	1160214	1130634	1091272	1038138	716835	386547	83	115400	1145439	1139457	52.70	52.78	33043	33043	10229	10740	43604.6	43833.6	11	11	34	33	0	0	0	0	0	0	0	23 + 0 part	18582	98.793	1.001	0.00	6.39	11.81	115400	1126636	33043	33043	10229	10740	43580.4	43809.2	11	11	34	33
ERR3684644	230	176	72	29	3	1	1138885	1108660	808154	479691	113979	61888	204	61888	1130264	1139457	52.74	52.78	9443	9425	2671	2616	12651.7	12549.7	38	39	126	130	2	2	25001	1	0	0	0	6 + 0 part	5027	98.239	1.005	0.00	13.43	13.51	61888	1124686	9425	9425	2655	2607	12547.3	12446.0	39	39	128	131
ERR3684645	868	347	7	0	0	0	981939	671371	42759	0	0	0	684	8482	911636	1139457	53.71	52.78	1651	1269	672	-	2021.9	1617.6	176	256	528	-	0	0	0	1	0	0	0	23 + 0 part	19696	77.889	1.004	0.00	20.10	12.69	8482	890573	1643	1226	646	-	1998.5	1598.9	176	257	536	-
ERR3684646	649	363	32	2	0	0	1105167	927952	209348	23122	0	0	553	12614	1069050	1139457	52.61	52.78	2722	2562	903	674	3265.3	3063.5	121	135	400	479	0	0	0	0	0	0	0	16 + 1 part	14152	92.187	1.004	0.00	13.18	11.09	12614	1054546	2722	2559	882	629	3249.9	3049.1	121	135	403	486
ERR3684647	127	37	20	18	15	6	1176890	1137821	1105596	1088702	1035079	680962	68	163519	1158470	1139457	52.73	52.78	71725	71725	23675	29408	89761.6	91259.4	5	5	16	15	0	0	0	1	0	0	0	36 + 1 part	31897	98.692	1.001	0.00	6.40	12.08	163519	1125398	71725	71725	23675	29408	89694.1	91190.8	5	5	16	15
ERR3684648	652	17	0	0	0	0	321241	21642	0	0	0	0	257	2286	175193	1139457	53.12	52.78	654	-	523	-	747.6	114.9	103	-	223	-	2	2	3038	1	0	0	0	24 + 0 part	17510	13.820	1.001	0.00	41.87	12.69	1790	157613	633	-	-	-	653.3	100.5	108	-	-	-
ERR3684649	852	68	0	0	0	0	532291	87638	0	0	0	0	517	2603	388801	1139457	52.66	52.78	738	-	537	-	848.9	289.7	193	-	443	-	0	0	0	0	0	0	0	23 + 0 part	17915	32.384	1.002	0.00	40.32	13.26	2603	369512	724	-	519	-	804.8	274.6	198	-	455	-
ERR3684650	911	380	3	0	0	0	1010819	669610	18024	0	0	0	780	6535	956010	1139457	52.76	52.78	1430	1226	666	-	1694.5	1421.7	221	290	613	-	2	2	4671	1	0	0	0	1 + 0 part	546	83.472	1.004	0.00	23.88	11.41	6445	954884	1428	1224	659	-	1687.3	1415.6	222	292	616	-
ERR3684651	195	5	0	0	0	0	94076	6160	0	0	0	0	64	1396	42033	1139457	52.36	52.78	614	-	523	-	713.4	26.3	27	-	56	-	0	0	0	0	0	0	0	22 + 0 part	17209	2.180	1.000	0.00	44.31	12.09	715	24824	537	-	-	-	352.3	13.0	35	-	-	-
ERR3684652	184	93	57	39	9	4	1168180	1127417	1041379	898553	450866	290674	131	110718	1154255	1139457	52.72	52.78	19134	19134	5205	6262	32163.6	32581.3	15	15	57	55	0	0	0	1	0	0	0	33 + 0 part	26507	98.626	1.003	0.00	8.08	11.71	110718	1126878	19134	19134	5205	6262	32136.5	32553.9	15	15	57	55
ERR3684653	236	179	82	29	4	0	1131215	1104193	851226	473185	107393	0	199	28688	1120506	1139457	52.74	52.78	8713	8588	2741	2352	10846.7	10666.4	39	40	124	131	1	1	17615	2	0	0	0	1 + 0 part	551	98.012	1.002	0.00	10.28	12.06	28688	1118978	8713	8588	2596	2352	10735.0	10556.4	39	40	126	132
ERR3684654	106	71	55	36	11	5	1141296	1124774	1084317	942127	553904	333811	88	104763	1136957	1139457	52.73	52.78	24239	24239	7355	7355	35225.5	35148.2	12	12	46	46	0	0	0	0	0	0	0	12 + 0 part	9390	98.757	1.002	0.00	7.54	12.51	104763	1127182	24239	24239	7355	7355	35208.0	35130.8	12	12	46	46
ERR3684655	521	318	38	11	0	0	1125867	1011650	362281	170887	0	0	436	21740	1096896	1139457	52.68	52.78	3651	3489	1130	929	5640.2	5429.6	82	88	296	333	1	1	4126	0	0	0	0	12 + 1 part	13998	94.651	1.004	0.00	16.91	12.10	21740	1082473	3617	3489	1074	858	5620.5	5410.6	82	88	298	337
ERR3684656	701	294	62	18	2	0	1235768	1080063	560392	272301	59822	0	414	30540	1164844	1139457	52.73	52.78	4725	4885	1200	1323	6991.2	7146.9	67	64	266	248	0	0	0	2	0	0	0	74 + 1 part	59913	96.432	1.005	0.00	12.41	11.69	30540	1103604	4725	4885	1075	1286	6939.2	7093.8	67	64	269	249
ERR3684657	303	224	72	23	1	0	1123804	1079719	684517	344170	27391	0	269	27391	1114333	1139457	52.71	52.78	6442	6372	2015	1668	8311.5	8128.3	51	53	171	183	1	1	1809	2	0	0	0	0 + 1 part	800	97.421	1.003	0.00	10.69	10.24	27391	1113182	6442	6372	2015	1647	8297.6	8114.6	51	53	171	184
ERR3684658	271	195	84	30	1	0	1145471	1104190	818335	442914	27906	0	240	27906	1136907	1139457	52.72	52.78	8237	8101	2331	2325	9435.6	9414.5	44	45	144	145	1	1	8880	1	0	0	0	19 + 1 part	17625	97.883	1.003	0.00	12.70	11.53	27902	1118524	8084	8084	2331	2325	9405.2	9384.1	45	45	144	145
ERR3684659	297	177	69	36	4	1	1161831	1102208	852012	619218	138822	51709	233	51709	1142197	1139457	52.75	52.78	10994	10994	1999	2005	13520.8	13553.3	32	32	126	125	1	1	18180	1	0	0	0	25 + 1 part	22947	97.812	1.004	0.00	11.09	12.07	51709	1118364	10994	10994	1999	2005	13383.1	13415.3	32	32	127	126
ERR3684660	739	255	68	20	2	0	1235199	1089904	650875	328095	63956	0	342	32615	1151704	1139457	52.70	52.78	5512	5522	1400	1446	8550.6	8642.5	54	53	211	203	0	0	0	1	0	0	0	49 + 1 part	41927	96.957	1.003	0.00	14.72	12.73	32615	1107532	5512	5522	1323	1400	8506.6	8598.0	54	53	212	204
ERR3684661	166	116	73	38	10	0	1137810	1118465	995179	744144	292741	0	129	34943	1128586	1139457	52.75	52.78	15788	15551	4652	4569	16577.5	16419.4	24	25	78	80	0	0	0	0	0	0	0	2 + 0 part	1785	98.629	1.003	0.00	6.75	10.92	34943	1126686	15788	15551	4652	4569	16574.5	16416.4	24	25	78	80
ERR3684662	596	21	0	0	0	0	335728	27966	0	0	0	0	295	3659	204976	1139457	52.32	52.78	672	-	529	-	790.6	142.2	116	-	256	-	2	2	5123	0	0	0	0	9 + 0 part	5824	17.468	1.000	0.00	45.72	18.09	3132	199044	667	-	518	-	750.9	135.1	118	-	259	-
ERR3684663	527	19	0	0	0	0	294758	24768	0	0	0	0	278	2797	189368	1139457	53.28	52.78	642	-	522	-	766.6	127.4	109	-	241	-	3	3	4361	0	0	0	0	13 + 0 part	9862	15.695	1.001	0.00	59.23	18.44	2280	178958	627	-	507	-	700.4	116.4	113	-	249	-
ERR3684664	1025	208	0	0	0	0	785948	295820	0	0	0	0	726	3707	658647	1139457	52.54	52.78	941	601	575	-	1103.5	637.9	243	565	604	-	1	1	1356	0	0	0	0	17 + 0 part	14429	56.333	1.002	0.00	56.60	15.24	3707	643092	930	585	559	-	1078.3	623.3	245	574	615	-
ERR3684665	371	251	73	14	0	0	1135608	1072425	607703	185954	0	0	318	22332	1119612	1139457	52.83	52.78	5747	5563	1645	1452	6448.2	6335.9	65	66	201	213	0	0	0	1	0	0	0	12 + 1 part	11226	96.825	1.005	0.00	18.23	10.92	22332	1107927	5747	5563	1639	1441	6436.4	6324.3	65	66	201	213
ERR3684666	120	60	35	31	16	4	1147371	1122007	1069855	1042470	778355	334249	80	99652	1136855	1139457	52.80	52.78	35615	35615	12293	12293	44873.1	44770.6	10	10	30	30	0	0	0	0	0	0	0	13 + 1 part	14195	98.368	1.002	0.00	7.57	11.67	99652	1122644	35615	35615	12293	12293	44858.2	44755.7	10	10	30	30
ERR3684667	634	360	51	2	0	0	1156367	1016507	349249	24240	0	0	502	13477	1119904	1139457	52.70	52.78	3020	2989	1042	970	3875.4	3808.9	107	110	352	370	0	0	0	0	0	0	0	37 + 1 part	34189	94.837	1.004	0.00	21.76	10.79	13477	1084712	3020	2989	970	900	3840.5	3774.6	107	110	358	376
ERR3684668	875	35	0	0	0	0	441510	44017	0	0	0	0	403	2072	288527	1139457	52.64	52.78	700	-	536	-	781.6	197.9	158	-	348	-	1	1	1672	0	0	0	0	3 + 1 part	3383	24.981	1.001	0.00	64.61	15.80	2072	284784	694	-	530	-	765.4	193.8	160	-	351	-
ERR3684669	179	128	74	42	7	0	1135493	1113215	967057	727723	201761	0	147	34082	1127482	1139457	52.74	52.78	13178	13178	4074	3649	14650.5	14496.5	29	29	85	88	0	0	0	1	0	0	0	4 + 0 part	2299	98.451	1.003	0.00	8.89	12.36	34082	1124550	13178	13178	4051	3649	14645.0	14491.1	29	29	85	88
ERR3684670	1338	291	3	0	0	0	1010378	470120	18655	0	0	0	832	8023	847516	1139457	52.68	52.78	1088	836	589	-	1409.6	1048.5	247	401	677	-	2	2	9998	0	0	0	0	63 + 0 part	52948	69.208	1.005	0.00	29.17	11.49	7247	792033	1046	790	537	-	1330.7	989.8	253	415	711	-
ERR3684671	391	285	68	12	0	0	1119217	1060362	535197	155231	0	0	357	18692	1110440	1139457	52.70	52.78	4820	4742	1427	1155	5709.5	5564.1	73	76	233	253	1	1	2282	1	0	0	0	1 + 0 part	688	96.970	1.004	0.00	15.69	12.62	18692	1109031	4820	4742	1425	1151	5699.7	5554.5	73	76	234	254
ERR3684672	989	409	8	0	0	0	1091031	766778	54206	0	0	0	761	9594	1017147	1139457	52.69	52.78	1558	1395	695	-	2036.9	1818.2	200	242	588	-	0	0	0	0	0	0	0	50 + 0 part	40293	85.272	1.004	0.00	26.55	12.40	9594	975453	1534	1356	645	-	1994.1	1780.1	201	243	604	-
ERR3684673	526	277	64	16	1	0	1172441	1065701	555184	225353	35436	0	371	35436	1132487	1139457	52.74	52.78	4874	4874	1341	1303	6752.6	6711.3	67	67	237	242	2	2	7970	1	0	0	0	41 + 1 part	33885	95.964	1.005	0.00	10.75	10.11	35436	1098087	4809	4792	1274	1242	6702.7	6661.7	67	68	240	245
ERR3684674	1006	270	1	0	0	0	863443	406961	6103	0	0	0	779	6103	767099	1139457	53.38	52.78	1050	743	594	-	1249.0	840.8	248	458	639	-	2	2	4360	0	0	0	0	16 + 0 part	14006	65.866	1.003	0.00	30.43	12.23	5773	752455	1027	731	580	-	1220.2	821.5	251	465	650	-
ERR3684675	1098	372	4	0	0	0	1040372	639927	26665	0	0	0	796	7405	936415	1139457	52.70	52.78	1349	1111	632	-	1697.6	1395.1	222	306	630	-	1	1	781	1	0	0	0	55 + 1 part	46392	77.563	1.005	0.00	42.69	10.36	7405	887718	1297	1090	576	-	1643.0	1350.2	224	310	655	-
ERR3684676	637	388	27	1	0	0	1087987	934247	169017	11463	0	0	563	11463	1060929	1139457	52.80	52.78	2502	2363	899	640	3010.7	2803.2	131	147	410	502	0	0	0	0	0	0	0	1 + 0 part	528	92.566	1.005	0.00	17.55	10.47	11463	1059934	2502	2363	899	636	3009.5	2802.1	131	147	410	503
ERR3684677	992	261	1	0	0	0	839403	385924	5654	0	0	0	768	5654	743420	1139457	52.63	52.78	1025	724	591	-	1211.1	790.2	247	480	633	-	2	2	2751	0	0	0	0	5 + 0 part	4797	64.635	1.003	0.00	23.03	10.70	5654	738087	1017	720	586	-	1200.5	783.2	249	484	638	-
ERR3684678	753	165	0	0	0	0	585601	228466	0	0	0	0	544	2688	496308	1139457	52.64	52.78	944	-	578	-	1077.7	469.4	186	-	452	-	0	0	0	0	0	0	1	12 + 2 part	10949	42.506	1.002	0.00	26.61	10.11	2688	484858	931	-	566	-	1051.1	457.8	188	-	459	-
ERR3684679	1051	218	1	0	0	0	823291	331900	5367	0	0	0	757	5367	705179	1139457	53.31	52.78	961	648	569	-	1192.7	738.1	240	519	626	-	1	1	1536	0	0	0	0	17 + 0 part	14289	60.389	1.004	0.00	28.97	11.44	5367	690372	945	630	559	-	1169.9	724.0	242	526	636	-
ERR3684680	720	380	18	0	0	0	1069688	861944	111299	0	0	0	614	9854	1028103	1139457	52.85	52.78	2195	1923	797	504	2641.9	2383.7	147	174	451	609	0	0	0	1	0	0	0	6 + 0 part	4965	89.331	1.004	0.00	19.86	11.64	9854	1021995	2195	1923	790	-	2634.7	2377.2	147	174	453	-
ERR3684681	614	358	44	4	0	0	1125022	978429	302249	47500	0	0	518	13818	1093129	1139457	52.64	52.78	2954	2794	972	778	3755.5	3602.9	110	118	364	412	0	0	0	0	0	0	1	18 + 1 part	17279	94.021	1.004	0.00	10.69	10.32	13818	1075297	2954	2794	921	729	3738.2	3586.2	110	118	367	418
ERR3684682	1076	388	6	0	0	0	1085250	692016	34078	0	0	0	814	6893	994949	1139457	52.64	52.78	1393	1242	652	-	1755.5	1532.9	223	278	640	-	3	3	11694	0	0	0	0	59 + 2 part	53165	82.159	1.005	0.00	24.03	11.27	6271	940616	1344	1190	570	-	1682.5	1469.1	226	283	671	-
ERR3684683	843	123	1	0	0	0	592527	182435	6268	0	0	0	539	6268	466204	1139457	52.62	52.78	876	-	551	-	1115.5	456.4	178	-	451	-	0	0	0	0	0	0	0	30 + 0 part	25285	38.594	1.002	0.00	32.93	14.31	6208	440267	822	-	526	-	1057.8	432.8	183	-	469	-
ERR3684684	769	380	6	0	0	0	939938	686840	37810	0	0	0	673	7542	900058	1139457	52.71	52.78	1561	1260	722	-	1895.2	1497.0	191	276	523	-	4	4	23215	1	0	0	0	11 + 0 part	9414	77.790	1.004	0.00	28.99	12.36	7480	889924	1551	1247	696	-	1832.2	1447.3	194	280	531	-
ERR3684685	779	401	11	0	0	0	1073162	829785	68624	0	0	0	676	7942	1032364	1139457	52.53	52.78	1840	1681	780	526	2306.0	2089.3	171	201	514	663	1	1	7859	2	0	0	1	18 + 0 part	15066	88.654	1.005	0.00	40.11	12.62	7942	1014597	1828	1667	750	-	2268.8	2055.6	172	202	520	-
ERR3684686	395	204	80	28	2	1	1206177	1117944	804130	445408	88580	57336	283	57336	1174185	1139457	52.65	52.78	7432	7683	1898	2224	11099.2	11437.5	45	43	161	146	0	0	0	0	0	0	0	61 + 2 part	52025	98.041	1.004	0.00	7.67	10.35	57336	1121223	7432	7683	1898	2224	11049.1	11385.9	45	43	161	146
ERR3684687	421	256	64	18	1	0	1149156	1060381	583926	259871	39406	0	345	39406	1125171	1139457	52.69	52.78	5153	5097	1392	1273	7459.4	7365.9	60	62	216	226	1	1	16181	1	0	0	0	24 + 0 part	19503	96.523	1.004	0.00	13.58	12.41	39406	1104297	5102	5082	1327	1255	7344.0	7251.9	61	63	218	228
ERR3684688	383	5	0	0	0	0	192307	6262	0	0	0	0	141	1406	91688	1139457	52.14	52.78	613	-	522	-	692.1	55.7	59	-	124	-	0	0	0	0	0	0	0	9 + 0 part	7715	7.353	1.001	0.00	48.90	15.50	1149	83847	603	-	502	-	606.0	48.8	63	-	130	-
ERR3684689	761	60	0	0	0	0	467504	80510	0	0	0	0	435	2963	326660	1139457	53.75	52.78	730	-	535	-	871.3	249.8	160	-	373	-	3	3	5179	0	0	0	0	17 + 0 part	13867	27.364	1.001	0.00	37.17	13.46	2963	312049	704	-	523	-	815.3	233.7	166	-	385	-
ERR3684690	487	19	0	0	0	0	256700	25543	0	0	0	0	198	2054	142137	1139457	53.79	52.78	705	-	529	-	808.3	100.8	75	-	171	-	0	0	0	0	0	0	0	30 + 0 part	27984	9.878	1.001	0.00	78.12	21.31	2054	112649	598	-	-	-	589.3	73.5	90	-	-	-
ERR3684691	550	23	0	0	0	0	262936	31762	0	0	0	0	191	2071	136079	1139457	52.53	52.78	648	-	516	-	825.5	98.6	70	-	165	-	2	2	2681	0	0	0	0	74 + 0 part	60421	6.628	1.002	0.00	66.11	22.48	1720	75635	511	-	-	-	384.2	45.9	103	-	-	-
ERR3684692	581	18	0	0	0	0	327131	23823	0	0	0	0	306	2889	209829	1139457	53.03	52.78	659	-	524	-	759.5	139.9	122	-	266	-	2	2	3663	0	0	0	0	4 + 0 part	2704	18.152	1.001	0.00	53.15	16.43	2003	206960	654	-	523	-	730.7	134.6	124	-	268	-
ERR3684693	403	11	0	0	0	0	211550	13663	0	0	0	0	179	1726	119768	1139457	52.97	52.78	648	-	515	-	726.6	76.4	72	-	156	-	1	1	573	0	0	0	0	11 + 0 part	9074	9.703	1.000	0.00	60.62	9.05	1610	110533	631	-	502	-	646.3	67.9	76	-	163	-
ERR3684694	355	170	77	36	4	1	1176589	1109724	865383	569536	144061	54077	226	54077	1148579	1139457	52.71	52.78	9619	9619	2380	2580	12622.5	12723.6	37	37	125	121	0	0	0	1	0	0	0	32 + 0 part	26152	98.127	1.003	0.00	10.26	11.78	54077	1120964	9619	9619	2380	2457	12587.8	12688.5	37	37	125	122
ERR3684695	148	78	56	38	16	1	1146286	1119778	1065608	921095	565306	51850	95	51850	1132938	1139457	52.76	52.78	24776	24776	7567	7088	25237.7	25093.3	17	17	49	50	0	0	0	0	0	0	0	8 + 0 part	6046	98.730	1.002	0.00	7.37	11.72	51850	1126709	24776	24776	7567	7088	25223.9	25079.6	17	17	49	50
ERR3684696	346	203	78	15	5	1	1168281	1100239	787962	342122	198262	53602	266	53602	1145902	1139457	52.70	52.78	7267	7267	1914	1968	12881.5	12954.4	43	43	155	152	0	0	0	2	0	0	0	36 + 2 part	30784	97.374	1.004	0.00	11.86	11.68	53602	1113429	7267	7267	1896	1952	12845.1	12917.8	43	43	156	153
ERR3684697	491	308	51	7	0	0	1115464	1004832	378689	89712	0	0	430	19604	1092927	1139457	52.70	52.78	3747	3541	1163	884	4643.5	4453.9	90	97	289	331	1	1	2390	0	0	0	0	5 + 0 part	4153	95.153	1.004	0.00	13.69	11.67	19604	1088580	3747	3541	1148	881	4637.3	4448.0	90	97	290	332
ERR3684698	527	328	46	11	1	0	1144810	1034650	393070	156116	32706	0	440	32706	1118116	1139457	52.66	52.78	3672	3616	1158	1067	5488.1	5385.3	85	88	303	320	1	1	2621	0	0	0	0	23 + 0 part	22356	95.701	1.005	0.00	13.79	10.50	32706	1094992	3672	3616	1117	963	5462.7	5360.4	85	88	305	324
