Bin.Id	Marker lineage	genomes	markers	marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
ERR3684703	f__Spirochaetaceae (UID2512)	56	235	124	9	215	11	0	0	0	95.51	5.01	18.18
ERR3684704	f__Spirochaetaceae (UID2512)	56	235	124	22	200	13	0	0	0	88.52	4.42	30.77
ERR3684705	k__Bacteria (UID203)	5449	99	54	83	16	0	0	0	0	13.73	0.00	0.00
ERR3684706	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.60	0.27	100.00
ERR3684707	f__Spirochaetaceae (UID2512)	56	235	124	17	201	17	0	0	0	91.69	6.04	47.06
ERR3684708	f__Spirochaetaceae (UID2512)	56	235	124	7	216	12	0	0	0	96.48	5.10	16.67
ERR3684709	f__Spirochaetaceae (UID2512)	56	235	124	77	144	14	0	0	0	61.90	4.23	35.71
ERR3684710	f__Spirochaetaceae (UID2512)	56	235	124	50	172	12	1	0	0	73.18	7.22	33.33
ERR3684711	f__Spirochaetaceae (UID2512)	56	235	124	79	145	11	0	0	0	61.29	3.91	9.09
ERR3684712	f__Spirochaetaceae (UID2512)	56	235	124	23	198	14	0	0	0	89.50	4.88	28.57
ERR3684713	f__Spirochaetaceae (UID2512)	56	235	124	15	207	12	1	0	0	91.01	4.66	13.33
ERR3684714	f__Spirochaetaceae (UID2512)	56	235	124	29	192	14	0	0	0	85.55	4.77	21.43
ERR3684715	f__Spirochaetaceae (UID2512)	56	235	124	103	127	5	0	0	0	55.59	2.74	40.00
ERR3684716	f__Spirochaetaceae (UID2512)	56	235	124	70	151	14	0	0	0	64.95	7.25	28.57
ERR3684717	f__Spirochaetaceae (UID2512)	56	235	124	53	166	16	0	0	0	75.25	3.95	18.75
ERR3684718	f__Spirochaetaceae (UID2512)	56	235	124	21	194	19	1	0	0	87.83	4.12	22.73
ERR3684719	f__Spirochaetaceae (UID2512)	56	235	124	70	152	13	0	0	0	66.23	6.64	7.69
ERR3684720	f__Spirochaetaceae (UID2512)	56	235	124	61	166	8	0	0	0	71.01	1.16	12.50
ERR3684721	f__Spirochaetaceae (UID2512)	56	235	124	35	186	14	0	0	0	82.39	6.78	28.57
ERR3684722	f__Spirochaetaceae (UID2512)	56	235	124	18	200	16	1	0	0	87.99	7.71	15.79
ERR3684723	f__Spirochaetaceae (UID2512)	56	235	124	11	211	13	0	0	0	94.55	3.45	38.46
ERR3684724	f__Spirochaetaceae (UID2512)	56	235	124	6	218	11	0	0	0	97.29	3.82	63.64
ERR3684725	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR3684726	f__Spirochaetaceae (UID2512)	56	235	124	48	171	16	0	0	0	80.00	7.72	6.25
ERR3684727	f__Spirochaetaceae (UID2512)	56	235	124	16	205	14	0	0	0	91.37	5.33	35.71
ERR3684728	f__Spirochaetaceae (UID2512)	56	235	124	23	194	18	0	0	0	87.78	6.22	27.78
ERR3684729	f__Spirochaetaceae (UID2512)	56	235	124	135	90	10	0	0	0	40.05	3.28	40.00
ERR3684730	f__Spirochaetaceae (UID2512)	56	235	124	132	98	5	0	0	0	41.35	1.94	40.00
ERR3684731	f__Spirochaetaceae (UID2512)	56	235	124	153	77	5	0	0	0	29.36	1.26	20.00
ERR3684732	f__Spirochaetaceae (UID2512)	56	235	124	141	88	6	0	0	0	36.73	1.36	16.67
ERR3684733	f__Spirochaetaceae (UID2512)	56	235	124	110	114	11	0	0	0	49.90	3.60	36.36
ERR3684734	f__Spirochaetaceae (UID2512)	56	235	124	132	94	9	0	0	0	37.77	1.38	33.33
ERR3684735	f__Spirochaetaceae (UID2512)	56	235	124	121	113	1	0	0	0	47.31	0.40	0.00
ERR3684736	f__Spirochaetaceae (UID2512)	56	235	124	189	46	0	0	0	0	17.49	0.00	0.00
ERR3684737	f__Spirochaetaceae (UID2512)	56	235	124	131	102	2	0	0	0	35.96	1.61	50.00
ERR3684738	f__Spirochaetaceae (UID2512)	56	235	124	168	67	0	0	0	0	25.52	0.00	0.00
ERR3684739	f__Spirochaetaceae (UID2512)	56	235	124	17	205	13	0	0	0	91.30	5.39	38.46
ERR3684740	f__Spirochaetaceae (UID2512)	56	235	124	58	166	11	0	0	0	69.17	2.49	36.36
ERR3684741	f__Spirochaetaceae (UID2512)	56	235	124	3	228	4	0	0	0	98.39	0.88	75.00
ERR3684742	f__Spirochaetaceae (UID2512)	56	235	124	24	200	11	0	0	0	88.34	4.58	27.27
ERR3684743	f__Spirochaetaceae (UID2512)	56	235	124	27	190	18	0	0	0	83.86	9.41	55.56
ERR3684744	f__Spirochaetaceae (UID2512)	56	235	124	14	212	9	0	0	0	92.93	3.82	22.22
ERR3684745	f__Spirochaetaceae (UID2512)	56	235	124	15	215	5	0	0	0	90.57	1.04	20.00
ERR3684746	f__Spirochaetaceae (UID2512)	56	235	124	9	215	11	0	0	0	95.07	2.89	27.27
ERR3684747	f__Spirochaetaceae (UID2512)	56	235	124	22	199	14	0	0	0	88.99	6.55	35.71
ERR3684748	f__Spirochaetaceae (UID2512)	56	235	124	6	221	8	0	0	0	97.55	4.70	12.50
ERR3684749	f__Spirochaetaceae (UID2512)	56	235	124	18	202	15	0	0	0	91.65	5.06	33.33
ERR3684750	f__Spirochaetaceae (UID2512)	56	235	124	10	217	8	0	0	0	95.49	3.21	25.00
ERR3684751	f__Spirochaetaceae (UID2512)	56	235	124	47	174	14	0	0	0	76.22	5.93	28.57
ERR3684752	f__Spirochaetaceae (UID2512)	56	235	124	30	186	19	0	0	0	86.06	5.76	42.11
ERR3684753	f__Spirochaetaceae (UID2512)	56	235	124	21	199	14	1	0	0	89.25	4.60	29.41
ERR3684754	f__Spirochaetaceae (UID2512)	56	235	124	104	123	8	0	0	0	51.24	2.61	25.00
ERR3684755	f__Spirochaetaceae (UID2512)	56	235	124	173	61	1	0	0	0	23.92	0.81	0.00
ERR3684756	f__Spirochaetaceae (UID2512)	56	235	124	134	96	5	0	0	0	38.65	1.71	20.00
ERR3684757	f__Spirochaetaceae (UID2512)	56	235	124	169	64	2	0	0	0	23.72	1.01	0.00
ERR3684758	f__Spirochaetaceae (UID2512)	56	235	124	41	183	11	0	0	0	79.12	3.44	18.18
ERR3684759	f__Spirochaetaceae (UID2512)	56	235	124	80	147	7	1	0	0	62.17	3.42	50.00
ERR3684760	f__Spirochaetaceae (UID2512)	56	235	124	126	104	5	0	0	0	43.30	1.67	0.00
ERR3684761	f__Spirochaetaceae (UID2512)	56	235	124	75	151	9	0	0	0	62.09	3.75	0.00
ERR3684762	f__Spirochaetaceae (UID2512)	56	235	124	117	110	8	0	0	0	50.02	2.79	50.00
ERR3684763	f__Spirochaetaceae (UID2512)	56	235	124	73	155	6	1	0	0	64.83	2.14	11.11
ERR3684764	f__Spirochaetaceae (UID2512)	56	235	124	38	183	14	0	0	0	82.34	4.48	21.43
ERR3684765	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
ERR3684766	f__Spirochaetaceae (UID2512)	56	235	124	174	57	4	0	0	0	25.60	1.66	25.00
ERR3684767	f__Spirochaetaceae (UID2512)	56	235	124	168	63	4	0	0	0	27.88	2.06	25.00
ERR3684768	f__Spirochaetaceae (UID2512)	56	235	124	123	108	4	0	0	0	43.10	2.02	25.00
ERR3684769	f__Spirochaetaceae (UID2512)	56	235	124	174	58	3	0	0	0	24.71	0.46	0.00
ERR3684770	f__Spirochaetaceae (UID2512)	56	235	124	126	104	5	0	0	0	41.49	1.91	40.00
ERR3684771	f__Spirochaetaceae (UID2512)	56	235	124	153	81	1	0	0	0	28.42	0.12	0.00
ERR3684772	f__Spirochaetaceae (UID2512)	56	235	124	180	54	1	0	0	0	23.47	0.81	100.00
ERR3684773	f__Spirochaetaceae (UID2512)	56	235	124	166	67	2	0	0	0	26.42	0.83	0.00
ERR3684774	k__Bacteria (UID203)	5449	99	54	94	5	0	0	0	0	4.04	0.00	0.00
ERR3684775	k__Bacteria (UID203)	5449	99	54	83	15	1	0	0	0	20.12	1.85	0.00
ERR3684776	f__Spirochaetaceae (UID2512)	56	235	124	189	45	1	0	0	0	17.58	0.81	100.00
ERR3684777	k__Bacteria (UID203)	5449	99	54	82	16	1	0	0	0	12.83	0.17	0.00
ERR3684778	k__Bacteria (UID203)	5449	99	54	93	4	2	0	0	0	1.46	0.34	50.00
ERR3684779	k__Bacteria (UID203)	5449	99	54	93	6	0	0	0	0	6.26	0.00	0.00
ERR3684780	f__Spirochaetaceae (UID2512)	56	235	124	200	34	1	0	0	0	12.00	0.05	0.00
ERR3684781	k__Bacteria (UID203)	5449	99	54	76	22	1	0	0	0	20.61	1.85	100.00
ERR3699556	f__Spirochaetaceae (UID2512)	56	235	124	10	213	12	0	0	0	96.18	5.05	41.67
ERR3699557	f__Spirochaetaceae (UID2512)	56	235	124	6	217	12	0	0	0	97.73	6.28	50.00
ERR3699558	f__Spirochaetaceae (UID2512)	56	235	124	186	47	2	0	0	0	20.82	0.45	50.00
ERR3699559	f__Spirochaetaceae (UID2512)	56	235	124	18	199	18	0	0	0	90.63	7.49	33.33
ERR3699560	f__Spirochaetaceae (UID2512)	56	235	124	20	201	14	0	0	0	88.56	5.44	28.57
ERR3699561	f__Spirochaetaceae (UID2512)	56	235	124	29	195	11	0	0	0	85.89	3.36	0.00
ERR3699562	f__Spirochaetaceae (UID2512)	56	235	124	18	207	10	0	0	0	87.90	2.89	50.00
ERR3699563	f__Spirochaetaceae (UID2512)	56	235	124	17	202	16	0	0	0	89.95	4.28	25.00
ERR3699564	f__Spirochaetaceae (UID2512)	56	235	124	33	191	11	0	0	0	82.90	3.22	18.18
ERR3699565	f__Spirochaetaceae (UID2512)	56	235	124	97	135	3	0	0	0	57.37	1.81	33.33
ERR3699566	f__Spirochaetaceae (UID2512)	56	235	124	15	208	12	0	0	0	92.78	5.44	33.33
ERR3699567	f__Spirochaetaceae (UID2512)	56	235	124	15	208	12	0	0	0	93.85	4.96	33.33
ERR3699568	f__Spirochaetaceae (UID2512)	56	235	124	18	202	14	1	0	0	88.99	5.96	29.41
ERR3699569	f__Spirochaetaceae (UID2512)	56	235	124	32	190	13	0	0	0	85.26	3.47	15.38
ERR3699570	f__Spirochaetaceae (UID2512)	56	235	124	2	227	6	0	0	0	98.79	2.49	50.00
ERR3699571	f__Spirochaetaceae (UID2512)	56	235	124	32	189	14	0	0	0	85.23	4.48	35.71
ERR3699572	f__Spirochaetaceae (UID2512)	56	235	124	23	199	13	0	0	0	87.69	4.88	46.15
ERR3699573	f__Spirochaetaceae (UID2512)	56	235	124	28	198	9	0	0	0	82.92	2.17	22.22
ERR3699574	f__Spirochaetaceae (UID2512)	56	235	124	36	188	11	0	0	0	80.61	4.66	27.27
ERR3699575	f__Spirochaetaceae (UID2512)	56	235	124	61	159	15	0	0	0	73.01	4.30	26.67
ERR3699576	f__Spirochaetaceae (UID2512)	56	235	124	12	205	18	0	0	0	92.31	7.98	38.89
ERR3699577	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	2.59	0.00	0.00
ERR3699578	f__Spirochaetaceae (UID2512)	56	235	124	60	167	8	0	0	0	65.86	3.58	0.00
ERR3699579	f__Spirochaetaceae (UID2512)	56	235	124	78	149	8	0	0	0	63.49	3.05	50.00
ERR3699580	f__Spirochaetaceae (UID2512)	56	235	124	109	120	6	0	0	0	51.56	1.36	0.00
ERR3699581	f__Spirochaetaceae (UID2512)	56	235	124	27	196	12	0	0	0	86.32	4.25	16.67
ERR3699582	f__Spirochaetaceae (UID2512)	56	235	124	136	98	1	0	0	0	34.84	0.05	0.00
ERR3699583	f__Spirochaetaceae (UID2512)	56	235	124	146	83	6	0	0	0	34.93	4.15	16.67
ERR3699584	f__Spirochaetaceae (UID2512)	56	235	124	127	104	4	0	0	0	43.23	1.91	0.00
ERR3699585	f__Spirochaetaceae (UID2512)	56	235	124	186	49	0	0	0	0	19.33	0.00	0.00
ERR3699586	f__Spirochaetaceae (UID2512)	56	235	124	172	60	3	0	0	0	24.63	0.46	0.00
ERR3699587	f__Spirochaetaceae (UID2512)	56	235	124	184	50	1	0	0	0	15.80	0.40	0.00
ERR3699588	f__Spirochaetaceae (UID2512)	56	235	124	175	59	1	0	0	0	25.73	0.81	100.00
ERR3699589	f__Spirochaetaceae (UID2512)	56	235	124	179	55	1	0	0	0	19.16	0.05	0.00
ERR3699590	f__Spirochaetaceae (UID2512)	56	235	124	99	129	6	1	0	0	54.46	4.08	11.11
ERR3699591	f__Spirochaetaceae (UID2512)	56	235	124	125	103	7	0	0	0	44.69	2.90	14.29
ERR3699592	f__Spirochaetaceae (UID2512)	56	235	124	169	66	0	0	0	0	19.30	0.00	0.00
ERR3699593	f__Spirochaetaceae (UID2512)	56	235	124	178	55	2	0	0	0	20.74	0.94	0.00
ERR3699594	f__Spirochaetaceae (UID2512)	56	235	124	198	36	1	0	0	0	10.56	0.05	0.00
ERR3699595	f__Spirochaetaceae (UID2512)	56	235	124	167	68	0	0	0	0	23.00	0.00	0.00
ERR3699596	f__Spirochaetaceae (UID2512)	56	235	124	176	59	0	0	0	0	21.99	0.00	0.00
ERR3699597	f__Spirochaetaceae (UID2512)	56	235	124	199	35	1	0	0	0	11.98	0.12	0.00
ERR3811624	f__Spirochaetaceae (UID2512)	56	235	124	15	207	13	0	0	0	89.76	5.93	23.08
ERR3811625	f__Spirochaetaceae (UID2512)	56	235	124	9	217	9	0	0	0	94.09	4.24	55.56
ERR3811626	f__Spirochaetaceae (UID2512)	56	235	124	83	143	9	0	0	0	61.76	4.78	22.22
ERR3811627	f__Spirochaetaceae (UID2512)	56	235	124	39	181	15	0	0	0	80.77	5.44	6.67
ERR3811628	f__Spirochaetaceae (UID2512)	56	235	124	13	215	7	0	0	0	93.99	3.95	28.57
ERR3811629	f__Spirochaetaceae (UID2512)	56	235	124	27	195	13	0	0	0	84.42	6.63	7.69
ERR3811630	f__Spirochaetaceae (UID2512)	56	235	124	27	193	15	0	0	0	87.27	6.94	33.33
ERR3811631	f__Spirochaetaceae (UID2512)	56	235	124	11	219	5	0	0	0	93.41	1.24	40.00
ERR3811632	f__Spirochaetaceae (UID2512)	56	235	124	167	66	2	0	0	0	21.60	1.08	0.00
ERR3811633	f__Spirochaetaceae (UID2512)	56	235	124	44	175	16	0	0	0	79.40	7.10	25.00
ERR3811634	f__Spirochaetaceae (UID2512)	56	235	124	42	174	19	0	0	0	78.29	5.86	47.37
ERR3811635	f__Spirochaetaceae (UID2512)	56	235	124	52	169	14	0	0	0	75.61	4.88	21.43
ERR3811636	f__Spirochaetaceae (UID2512)	56	235	124	47	174	14	0	0	0	74.82	4.81	21.43
ERR3811637	k__Bacteria (UID203)	5449	99	54	92	7	0	0	0	0	5.30	0.00	0.00
ERR3811638	f__Spirochaetaceae (UID2512)	56	235	124	174	61	0	0	0	0	23.47	0.00	0.00
ERR3811639	f__Spirochaetaceae (UID2512)	56	235	124	92	135	8	0	0	0	56.92	3.39	12.50
ERR3811640	f__Spirochaetaceae (UID2512)	56	235	124	132	99	4	0	0	0	39.79	1.68	50.00
ERR3811641	f__Spirochaetaceae (UID2512)	56	235	124	72	150	13	0	0	0	69.95	4.99	30.77
ERR3811642	f__Spirochaetaceae (UID2512)	56	235	124	22	203	10	0	0	0	88.37	2.28	0.00
ERR3811643	f__Spirochaetaceae (UID2512)	56	235	124	23	198	14	0	0	0	87.71	5.52	14.29
ERR3811644	f__Spirochaetaceae (UID2512)	56	235	124	101	122	12	0	0	0	49.63	5.27	50.00
ERR3811645	f__Spirochaetaceae (UID2512)	56	235	124	147	85	3	0	0	0	31.95	0.83	33.33
ERR3811646	f__Spirochaetaceae (UID2512)	56	235	124	150	83	2	0	0	0	35.61	0.07	0.00
ERR3811647	f__Spirochaetaceae (UID2512)	56	235	124	129	101	5	0	0	0	43.24	0.73	40.00
ERR3811648	k__Bacteria (UID203)	5449	99	54	73	25	1	0	0	0	29.22	1.85	100.00
ERR3811649	f__Spirochaetaceae (UID2512)	56	235	124	128	104	3	0	0	0	46.07	0.46	33.33
ERR3811650	k__Bacteria (UID203)	5449	99	54	92	7	0	0	0	0	8.32	0.00	0.00
ERR3811651	f__Spirochaetaceae (UID2512)	56	235	124	191	43	1	0	0	0	17.31	0.81	0.00
ERR3811652	k__Bacteria (UID203)	5449	99	54	86	13	0	0	0	0	10.89	0.00	0.00
ERR3811653	f__Spirochaetaceae (UID2512)	56	235	124	172	61	2	0	0	0	26.66	1.21	50.00
ERR3811654	f__Spirochaetaceae (UID2512)	56	235	124	177	55	3	0	0	0	20.30	1.24	66.67
ERR3811655	f__Spirochaetaceae (UID2512)	56	235	124	197	38	0	0	0	0	12.87	0.00	0.00
ERR3811656	k__Bacteria (UID203)	5449	99	54	95	4	0	0	0	0	3.11	0.00	0.00
ERR3811657	k__Bacteria (UID203)	5449	99	54	94	5	0	0	0	0	6.09	0.00	0.00
ERR3811658	f__Spirochaetaceae (UID2512)	56	235	124	141	93	1	0	0	0	37.52	0.20	0.00
ERR3811659	f__Spirochaetaceae (UID2512)	56	235	124	192	42	1	0	0	0	15.64	0.81	0.00
ERR3811660	k__Bacteria (UID203)	5449	99	54	84	14	1	0	0	0	12.46	1.85	0.00
ERR3811661	k__Bacteria (UID203)	5449	99	54	91	8	0	0	0	0	5.88	0.00	0.00
ERR3811662	f__Spirochaetaceae (UID2512)	56	235	124	165	67	3	0	0	0	25.72	1.61	0.00
ERR3811663	f__Spirochaetaceae (UID2512)	56	235	124	175	60	0	0	0	0	21.26	0.00	0.00
ERR3811664	k__Bacteria (UID203)	5449	99	54	91	8	0	0	0	0	8.67	0.00	0.00
ERR3811665	f__Spirochaetaceae (UID2512)	56	235	124	188	46	1	0	0	0	19.71	0.81	0.00
ERR4045376	f__Spirochaetaceae (UID2512)	56	235	124	7	221	7	0	0	0	95.67	1.74	14.29
ERR4045377	f__Spirochaetaceae (UID2512)	56	235	124	5	222	8	0	0	0	97.53	2.90	62.50
ERR4045378	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.60	0.00	0.00
ERR4045379	f__Spirochaetaceae (UID2512)	56	235	124	3	228	4	0	0	0	99.12	2.69	50.00
ERR4045380	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.60	0.81	100.00
ERR4045381	f__Spirochaetaceae (UID2512)	56	235	124	5	227	3	0	0	0	96.77	1.24	100.00
ERR4045382	f__Spirochaetaceae (UID2512)	56	235	124	6	219	10	0	0	0	97.53	2.25	60.00
ERR4045383	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4045384	f__Spirochaetaceae (UID2512)	56	235	124	3	225	7	0	0	0	98.74	1.61	71.43
ERR4045385	f__Spirochaetaceae (UID2512)	56	235	124	4	226	4	1	0	0	97.96	3.68	42.86
ERR4045386	f__Spirochaetaceae (UID2512)	56	235	124	0	231	4	0	0	0	100.00	2.28	50.00
ERR4045387	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.60	0.00	0.00
ERR4045388	f__Spirochaetaceae (UID2512)	56	235	124	11	213	11	0	0	0	95.40	5.18	54.55
ERR4045389	f__Spirochaetaceae (UID2512)	56	235	124	4	228	3	0	0	0	98.34	1.12	33.33
ERR4045390	f__Spirochaetaceae (UID2512)	56	235	124	2	231	2	0	0	0	98.39	0.16	0.00
ERR4045391	f__Spirochaetaceae (UID2512)	56	235	124	4	224	7	0	0	0	98.65	1.85	71.43
ERR4045392	f__Spirochaetaceae (UID2512)	56	235	124	3	223	9	0	0	0	97.58	4.02	44.44
ERR4045393	f__Spirochaetaceae (UID2512)	56	235	124	5	225	5	0	0	0	97.29	1.45	40.00
ERR4045394	f__Spirochaetaceae (UID2512)	56	235	124	1	232	2	0	0	0	99.19	1.61	0.00
ERR4045395	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4045396	f__Spirochaetaceae (UID2512)	56	235	124	4	228	3	0	0	0	97.31	1.77	33.33
ERR4045397	f__Spirochaetaceae (UID2512)	56	235	124	3	227	5	0	0	0	98.66	2.09	40.00
ERR4853527	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853528	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853529	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853530	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	0.92	50.00
ERR4853531	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853532	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853533	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.19	0.00	0.00
ERR4853534	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853535	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853536	f__Spirochaetaceae (UID2512)	56	235	124	2	230	3	0	0	0	98.39	1.66	0.00
ERR4853537	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853538	f__Spirochaetaceae (UID2512)	56	235	124	14	209	11	1	0	0	93.71	4.03	35.71
ERR4853539	f__Spirochaetaceae (UID2512)	56	235	124	5	222	8	0	0	0	98.25	0.54	25.00
ERR4853540	f__Spirochaetaceae (UID2512)	56	235	124	1	233	1	0	0	0	99.97	0.81	0.00
ERR4853541	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853542	f__Spirochaetaceae (UID2512)	56	235	124	0	231	4	0	0	0	100.00	2.15	50.00
ERR4853543	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853544	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853545	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853546	f__Spirochaetaceae (UID2512)	56	235	124	3	224	8	0	0	0	99.28	4.10	50.00
ERR4853547	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853548	f__Spirochaetaceae (UID2512)	56	235	124	16	207	12	0	0	0	92.21	3.67	33.33
ERR4853549	f__Spirochaetaceae (UID2512)	56	235	124	6	219	10	0	0	0	97.02	3.97	40.00
ERR4853550	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	0.45	50.00
ERR4853551	f__Spirochaetaceae (UID2512)	56	235	124	0	234	1	0	0	0	100.00	0.81	100.00
ERR4853552	f__Spirochaetaceae (UID2512)	56	235	124	32	192	11	0	0	0	84.19	1.79	45.45
ERR4853553	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853554	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853555	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853556	f__Spirochaetaceae (UID2512)	56	235	124	1	233	0	1	0	0	99.19	0.40	100.00
ERR4853557	f__Spirochaetaceae (UID2512)	56	235	124	21	191	23	0	0	0	90.48	7.94	39.13
ERR4853558	f__Spirochaetaceae (UID2512)	56	235	124	6	218	11	0	0	0	97.10	3.71	18.18
ERR4853559	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853560	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853561	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853562	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853563	f__Spirochaetaceae (UID2512)	56	235	124	2	227	6	0	0	0	98.39	2.09	33.33
ERR4853564	f__Spirochaetaceae (UID2512)	56	235	124	14	208	12	1	0	0	92.35	3.45	40.00
ERR4853565	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853566	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853567	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853568	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853569	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853570	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853571	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853572	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853573	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853574	f__Spirochaetaceae (UID2512)	56	235	124	55	167	13	0	0	0	71.67	4.06	53.85
ERR4853575	f__Spirochaetaceae (UID2512)	56	235	124	27	197	11	0	0	0	86.00	4.39	18.18
ERR4853576	f__Spirochaetaceae (UID2512)	56	235	124	49	171	15	0	0	0	78.74	5.98	13.33
ERR4853577	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853578	f__Spirochaetaceae (UID2512)	56	235	124	7	215	12	1	0	0	95.94	4.11	53.33
ERR4853579	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853580	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.97	0.00	0.00
ERR4853581	f__Spirochaetaceae (UID2512)	56	235	124	114	118	3	0	0	0	47.71	0.86	0.00
ERR4853582	f__Spirochaetaceae (UID2512)	56	235	124	1	234	0	0	0	0	99.97	0.00	0.00
ERR4853583	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853584	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853585	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853586	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853587	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853588	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853589	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	0.14	0.00
ERR4853590	f__Spirochaetaceae (UID2512)	56	235	124	0	233	2	0	0	0	100.00	0.14	50.00
ERR4853591	f__Spirochaetaceae (UID2512)	56	235	124	4	226	5	0	0	0	97.96	1.33	40.00
ERR4853592	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853593	f__Spirochaetaceae (UID2512)	56	235	124	0	235	0	0	0	0	100.00	0.00	0.00
ERR4853594	f__Spirochaetaceae (UID2512)	56	235	124	7	223	5	0	0	0	96.48	1.29	60.00
ERR4853595	f__Spirochaetaceae (UID2512)	56	235	124	51	176	8	0	0	0	73.02	2.88	25.00
